experiment_id,transcript_id,model_name,technique_name,name_en,human_evaluator_score,human_evaluator_comments
"358","8","Qwen 2.5 3B Instruct","few-shot","garlic","",""
"358","8","Qwen 2.5 3B Instruct","few-shot","chili oil","",""
"358","8","Qwen 2.5 3B Instruct","few-shot","moringa leaves","",""
"358","8","Qwen 2.5 3B Instruct","few-shot","soybean sprouts","",""
"358","8","Qwen 2.5 3B Instruct","few-shot","rice flour","",""
"358","8","Qwen 2.5 3B Instruct","few-shot","soy sauce","",""
"358","8","Qwen 2.5 3B Instruct","few-shot","lemon grass","",""
"358","8","Qwen 2.5 3B Instruct","few-shot","wild ginger leaves","",""
"358","8","Qwen 2.5 3B Instruct","few-shot","fermented shrimp paste","",""
"359","9","Qwen 2.5 3B Instruct","few-shot","chili powder","",""
"359","9","Qwen 2.5 3B Instruct","few-shot","coconut milk","",""
"359","9","Qwen 2.5 3B Instruct","few-shot","i amarin fish","",""
"359","9","Qwen 2.5 3B Instruct","few-shot","sweet potato","",""
"359","9","Qwen 2.5 3B Instruct","few-shot","red onion","",""
"359","9","Qwen 2.5 3B Instruct","few-shot","white onion","",""
"359","9","Qwen 2.5 3B Instruct","few-shot","yellow onion","",""
"359","9","Qwen 2.5 3B Instruct","few-shot","bitter fish","",""
"359","9","Qwen 2.5 3B Instruct","few-shot","dry chili pepper","",""
"359","9","Qwen 2.5 3B Instruct","few-shot","leaves of lemon tree","",""
"359","9","Qwen 2.5 3B Instruct","few-shot","clove of tree leaves","",""
"360","10","Qwen 2.5 3B Instruct","few-shot","chicken liver","",""
"360","10","Qwen 2.5 3B Instruct","few-shot","turmeric powder","",""
"360","10","Qwen 2.5 3B Instruct","few-shot","coriander seed powder","",""
"360","10","Qwen 2.5 3B Instruct","few-shot","water","",""
"360","10","Qwen 2.5 3B Instruct","few-shot","vegetable oil","",""
"361","11","Qwen 2.5 3B Instruct","few-shot","rice cake","",""
"361","11","Qwen 2.5 3B Instruct","few-shot","rice cake","",""
"361","11","Qwen 2.5 3B Instruct","few-shot","coconut milk","",""
"361","11","Qwen 2.5 3B Instruct","few-shot","cooking oil","",""
"361","11","Qwen 2.5 3B Instruct","few-shot","lemongrass stalks","",""
"361","11","Qwen 2.5 3B Instruct","few-shot","red onion","",""
"361","11","Qwen 2.5 3B Instruct","few-shot","white onion","",""
"361","11","Qwen 2.5 3B Instruct","few-shot","coconut milk","",""
"361","11","Qwen 2.5 3B Instruct","few-shot","tamarind juice","",""
"361","11","Qwen 2.5 3B Instruct","few-shot","salt","",""
"361","11","Qwen 2.5 3B Instruct","few-shot","turmeric powder","",""
"362","12","Qwen 2.5 3B Instruct","few-shot","lemongrass leaves","",""
"362","12","Qwen 2.5 3B Instruct","few-shot","water","",""
"362","12","Qwen 2.5 3B Instruct","few-shot","rice flour","",""
"362","12","Qwen 2.5 3B Instruct","few-shot","sugar","",""
"362","12","Qwen 2.5 3B Instruct","few-shot","water (optional)","",""
"362","12","Qwen 2.5 3B Instruct","few-shot","green food coloring (optional)","",""
"362","12","Qwen 2.5 3B Instruct","few-shot","rice vinegar (optional)","",""
"364","14","Qwen 2.5 3B Instruct","few-shot","puff pastry","",""
"364","14","Qwen 2.5 3B Instruct","few-shot","tomato sauce and chili sauce","",""
"364","14","Qwen 2.5 3B Instruct","few-shot","salami","",""
"364","14","Qwen 2.5 3B Instruct","few-shot","Perfect Italian Mozzarella Cheese","",""
"365","15","Qwen 2.5 3B Instruct","few-shot","jaggery or brown sugar","",""
"365","15","Qwen 2.5 3B Instruct","few-shot","lemon leaf or pandan leaf","",""
"365","15","Qwen 2.5 3B Instruct","few-shot","white sugar","",""
"365","15","Qwen 2.5 3B Instruct","few-shot","water","",""
"365","15","Qwen 2.5 3B Instruct","few-shot","crushed coconut","",""
"365","15","Qwen 2.5 3B Instruct","few-shot","rice flour","",""
"365","15","Qwen 2.5 3B Instruct","few-shot","coconut milk","",""
"365","15","Qwen 2.5 3B Instruct","few-shot","sticky rice flour or glutinous rice flour","",""
"366","16","Qwen 2.5 3B Instruct","few-shot","boiled egg","",""
"366","16","Qwen 2.5 3B Instruct","few-shot","mayonnaise","",""
"366","16","Qwen 2.5 3B Instruct","few-shot","tomato sauce","",""
"366","16","Qwen 2.5 3B Instruct","few-shot","black pepper","",""
"366","16","Qwen 2.5 3B Instruct","few-shot","heat oil","",""
"367","17","Qwen 2.5 3B Instruct","few-shot","pancake and crepe mix","",""
"367","17","Qwen 2.5 3B Instruct","few-shot","cooking oil","",""
"367","17","Qwen 2.5 3B Instruct","few-shot","egg","",""
"367","17","Qwen 2.5 3B Instruct","few-shot","water","",""
"369","19","Qwen 2.5 3B Instruct","few-shot","coconut cream","",""
"369","19","Qwen 2.5 3B Instruct","few-shot","agar agar","",""
"369","19","Qwen 2.5 3B Instruct","few-shot","full cream milk","",""
"371","21","Qwen 2.5 3B Instruct","few-shot","red onion","",""
"371","21","Qwen 2.5 3B Instruct","few-shot","shrimp","",""
"371","21","Qwen 2.5 3B Instruct","few-shot","coriander seeds","",""
"371","21","Qwen 2.5 3B Instruct","few-shot","small celery stem","",""
"371","21","Qwen 2.5 3B Instruct","few-shot","salt","",""
"371","21","Qwen 2.5 3B Instruct","few-shot","cornstarch","",""
"371","21","Qwen 2.5 3B Instruct","few-shot","pandan starch","",""
"372","22","Qwen 2.5 3B Instruct","few-shot","soy sauce","",""
"372","22","Qwen 2.5 3B Instruct","few-shot","dried chilli peppers","",""
"372","22","Qwen 2.5 3B Instruct","few-shot","Malaysian soy sauce (lemon yellow)","",""
"372","22","Qwen 2.5 3B Instruct","few-shot","soy sauce (dark soy sauce)","",""
"372","22","Qwen 2.5 3B Instruct","few-shot","Malaysian curry paste (tamarind paste)","",""
"372","22","Qwen 2.5 3B Instruct","few-shot","salt","",""
"373","23","Qwen 2.5 3B Instruct","few-shot","chicken","",""
"373","23","Qwen 2.5 3B Instruct","few-shot","ginger","",""
"373","23","Qwen 2.5 3B Instruct","few-shot","lemon leaf","",""
"373","23","Qwen 2.5 3B Instruct","few-shot","white onion","",""
"373","23","Qwen 2.5 3B Instruct","few-shot","red onion","",""
"373","23","Qwen 2.5 3B Instruct","few-shot","red onion","",""
"373","23","Qwen 2.5 3B Instruct","few-shot","tamarind fruit","",""
"373","23","Qwen 2.5 3B Instruct","few-shot","oil","",""
"374","24","Qwen 2.5 3B Instruct","few-shot","red onion","",""
"374","24","Qwen 2.5 3B Instruct","few-shot","white onion","",""
"374","24","Qwen 2.5 3B Instruct","few-shot","soy sauce","",""
"374","24","Qwen 2.5 3B Instruct","few-shot","light soy sauce","",""
"374","24","Qwen 2.5 3B Instruct","few-shot","cayenne pepper","",""
"374","24","Qwen 2.5 3B Instruct","few-shot","soy sauce","",""
"374","24","Qwen 2.5 3B Instruct","few-shot","shiitake mushroom","",""
"374","24","Qwen 2.5 3B Instruct","few-shot","shrimp paste","",""
"374","24","Qwen 2.5 3B Instruct","few-shot","water","",""
"413","13","Gemma-SEA-LION v4 4B","few-shot","whipping cream","",""
"413","13","Gemma-SEA-LION v4 4B","few-shot","full cream milk","",""
"413","13","Gemma-SEA-LION v4 4B","few-shot","vanilla essence","",""
"413","13","Gemma-SEA-LION v4 4B","few-shot","chocolate coins","",""
"416","16","Gemma-SEA-LION v4 4B","few-shot","egg","",""
"416","16","Gemma-SEA-LION v4 4B","few-shot","mayonnaise","",""
"416","16","Gemma-SEA-LION v4 4B","few-shot","berry crumb","",""
"416","16","Gemma-SEA-LION v4 4B","few-shot","salt","",""
"416","16","Gemma-SEA-LION v4 4B","few-shot","black pepper powder","",""
"417","17","Gemma-SEA-LION v4 4B","few-shot","pancake and crepe mix","",""
"417","17","Gemma-SEA-LION v4 4B","few-shot","cooking oil","",""
"417","17","Gemma-SEA-LION v4 4B","few-shot","egg","",""
"417","17","Gemma-SEA-LION v4 4B","few-shot","cup","",""
"417","17","Gemma-SEA-LION v4 4B","few-shot","chocolate spirit","",""
"419","19","Gemma-SEA-LION v4 4B","few-shot","coconut milk","",""
"419","19","Gemma-SEA-LION v4 4B","few-shot","agar-agar powder","",""
"419","19","Gemma-SEA-LION v4 4B","few-shot","full cream milk","",""
"426","26","Gemma-SEA-LION v4 4B","few-shot","potato","",""
"426","26","Gemma-SEA-LION v4 4B","few-shot","drumstick oil","",""
"426","26","Gemma-SEA-LION v4 4B","few-shot","parmesan cheese","",""
"427","27","Gemma-SEA-LION v4 4B","few-shot","spaghetti","",""
"427","27","Gemma-SEA-LION v4 4B","few-shot","beef","",""
"427","27","Gemma-SEA-LION v4 4B","few-shot","aglio orio spice premium","",""
"427","27","Gemma-SEA-LION v4 4B","few-shot","chili flakes","",""
"430","30","Gemma-SEA-LION v4 4B","few-shot","milk","",""
"430","30","Gemma-SEA-LION v4 4B","few-shot","agar powder","",""
"430","30","Gemma-SEA-LION v4 4B","few-shot","gelatin powder","",""
"430","30","Gemma-SEA-LION v4 4B","few-shot","sugar","",""
"430","30","Gemma-SEA-LION v4 4B","few-shot","water","",""
"430","30","Gemma-SEA-LION v4 4B","few-shot","fruit","",""
"432","32","Gemma-SEA-LION v4 4B","few-shot","tuna","",""
"432","32","Gemma-SEA-LION v4 4B","few-shot","mayonnaise","",""
"432","32","Gemma-SEA-LION v4 4B","few-shot","french cheese bread","",""
"432","32","Gemma-SEA-LION v4 4B","few-shot","cheese","",""
"442","42","Gemma-SEA-LION v4 4B","few-shot","potato","",""
"442","42","Gemma-SEA-LION v4 4B","few-shot","corn flour","",""
"446","46","Gemma-SEA-LION v4 4B","few-shot","cream cheese","",""
"446","46","Gemma-SEA-LION v4 4B","few-shot","full cream milk","",""
"446","46","Gemma-SEA-LION v4 4B","few-shot","light cheese chocolate biscuits","",""
"446","46","Gemma-SEA-LION v4 4B","few-shot","light cheese munchies","",""
"446","46","Gemma-SEA-LION v4 4B","few-shot","music wafer rolls","",""
"466","16","MedGemma 4B","few-shot","egg","",""
"466","16","MedGemma 4B","few-shot","mayonnaise","",""
"466","16","MedGemma 4B","few-shot","tomato sauce","",""
"466","16","MedGemma 4B","few-shot","black pepper","",""
"466","16","MedGemma 4B","few-shot","bread crumbs","",""
"467","17","MedGemma 4B","few-shot","pancake and crepe mix","",""
"467","17","MedGemma 4B","few-shot","cooking oil","",""
"467","17","MedGemma 4B","few-shot","egg","",""
"467","17","MedGemma 4B","few-shot","water","",""
"467","17","MedGemma 4B","few-shot","chocolate spread","",""
"469","19","MedGemma 4B","few-shot","agar-agar","",""
"469","19","MedGemma 4B","few-shot","full cream milk","",""
"476","26","MedGemma 4B","few-shot","potato","",""
"476","26","MedGemma 4B","few-shot","Parmesan Cheese","",""
"476","26","MedGemma 4B","few-shot","salt","",""
"477","27","MedGemma 4B","few-shot","spaghetti","",""
"477","27","MedGemma 4B","few-shot","beef","",""
"477","27","MedGemma 4B","few-shot","premium aglio orio spice","",""
"477","27","MedGemma 4B","few-shot","chilli flakes","",""
"480","30","MedGemma 4B","few-shot","milk","",""
"480","30","MedGemma 4B","few-shot","agar-agar powder","",""
"480","30","MedGemma 4B","few-shot","jelai powder","",""
"480","30","MedGemma 4B","few-shot","sugar","",""
"480","30","MedGemma 4B","few-shot","red sugar","",""
"480","30","MedGemma 4B","few-shot","water","",""
"482","32","MedGemma 4B","few-shot","tuna","",""
"482","32","MedGemma 4B","few-shot","mayonnaise","",""
"482","32","MedGemma 4B","few-shot","French bread","",""
"482","32","MedGemma 4B","few-shot","butter","",""
"482","32","MedGemma 4B","few-shot","cheese","",""
"485","35","MedGemma 4B","few-shot","lemongrass","",""
"485","35","MedGemma 4B","few-shot","lemon balm leaves","",""
"485","35","MedGemma 4B","few-shot","garlic","",""
"485","35","MedGemma 4B","few-shot","chili pepper","",""
"485","35","MedGemma 4B","few-shot","shallot","",""
"485","35","MedGemma 4B","few-shot","shrimp paste","",""
"492","42","MedGemma 4B","few-shot","potato","",""
"492","42","MedGemma 4B","few-shot","cornflour","",""
"501","1","Llama 3.2 3B Instruct","chain-of-thought","","",""
"501","1","Llama 3.2 3B Instruct","chain-of-thought","","",""
"503","3","Llama 3.2 3B Instruct","chain-of-thought","Rice","",""
"503","3","Llama 3.2 3B Instruct","chain-of-thought","Sugar","",""
"503","3","Llama 3.2 3B Instruct","chain-of-thought","Coconut oil","",""
"503","3","Llama 3.2 3B Instruct","chain-of-thought","Egg","",""
"504","4","Llama 3.2 3B Instruct","chain-of-thought","","",""
"505","5","Llama 3.2 3B Instruct","chain-of-thought","","",""
"505","5","Llama 3.2 3B Instruct","chain-of-thought","","",""
"505","5","Llama 3.2 3B Instruct","chain-of-thought","","",""
"505","5","Llama 3.2 3B Instruct","chain-of-thought","","",""
"505","5","Llama 3.2 3B Instruct","chain-of-thought","","",""
"505","5","Llama 3.2 3B Instruct","chain-of-thought","","",""
"505","5","Llama 3.2 3B Instruct","chain-of-thought","","",""
"505","5","Llama 3.2 3B Instruct","chain-of-thought","","",""
"507","7","Llama 3.2 3B Instruct","chain-of-thought","","",""
"507","7","Llama 3.2 3B Instruct","chain-of-thought","Cooked Rice","",""
"507","7","Llama 3.2 3B Instruct","chain-of-thought","Egg","",""
"508","8","Llama 3.2 3B Instruct","chain-of-thought","","",""
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Rice","",""
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Coconut milk","",""
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Chilies","",""
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Garlic","",""
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Shallots","",""
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Lemongrass","",""
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Lime leaves","",""
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Pandan leaves","",""
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Chicken or fish","",""
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Peanuts or cashews","",""
"510","10","Llama 3.2 3B Instruct","chain-of-thought","Grilled Chicken","",""
"510","10","Llama 3.2 3B Instruct","chain-of-thought","Garlic","",""
"510","10","Llama 3.2 3B Instruct","chain-of-thought","Dried Chili","",""
"510","10","Llama 3.2 3B Instruct","chain-of-thought","Fresh Basil","",""
"510","10","Llama 3.2 3B Instruct","chain-of-thought","Jaggery Sugar","",""
"510","10","Llama 3.2 3B Instruct","chain-of-thought","Coconut Milk","",""
"513","13","Llama 3.2 3B Instruct","chain-of-thought","rice","",""
"513","13","Llama 3.2 3B Instruct","chain-of-thought","coconut milk","",""
"513","13","Llama 3.2 3B Instruct","chain-of-thought","galangal","",""
"513","13","Llama 3.2 3B Instruct","chain-of-thought","lemongrass","",""
"513","13","Llama 3.2 3B Instruct","chain-of-thought","chilies","",""
"514","14","Llama 3.2 3B Instruct","chain-of-thought","Fried rice","",""
"514","14","Llama 3.2 3B Instruct","chain-of-thought","Deep-fried chicken","",""
"514","14","Llama 3.2 3B Instruct","chain-of-thought","Egg","",""
"514","14","Llama 3.2 3B Instruct","chain-of-thought","Chili sauce","",""
"516","16","Llama 3.2 3B Instruct","chain-of-thought","Chicken","",""
"516","16","Llama 3.2 3B Instruct","chain-of-thought","Red Chili Peppers","",""
"516","16","Llama 3.2 3B Instruct","chain-of-thought","Onion","",""
"516","16","Llama 3.2 3B Instruct","chain-of-thought","Garlic","",""
"516","16","Llama 3.2 3B Instruct","chain-of-thought","Coriander Leaves","",""
"516","16","Llama 3.2 3B Instruct","chain-of-thought","Ginger","",""
"516","16","Llama 3.2 3B Instruct","chain-of-thought","Coconut Milk","",""
"516","16","Llama 3.2 3B Instruct","chain-of-thought","Sugar","",""
"518","18","Llama 3.2 3B Instruct","chain-of-thought","","",""
"520","20","Llama 3.2 3B Instruct","chain-of-thought","Rice","",""
"520","20","Llama 3.2 3B Instruct","chain-of-thought","Coconut milk","",""
"520","20","Llama 3.2 3B Instruct","chain-of-thought","Chicken or beef","",""
"521","21","Llama 3.2 3B Instruct","chain-of-thought","Bihun","",""
"521","21","Llama 3.2 3B Instruct","chain-of-thought","Udang","",""
"521","21","Llama 3.2 3B Instruct","chain-of-thought","Tomat","",""
"521","21","Llama 3.2 3B Instruct","chain-of-thought","Kacang Panjang","",""
"521","21","Llama 3.2 3B Instruct","chain-of-thought","Tempeh","",""
"521","21","Llama 3.2 3B Instruct","chain-of-thought","Minyak","",""
"521","21","Llama 3.2 3B Instruct","chain-of-thought","Garam Masala","",""
"521","21","Llama 3.2 3B Instruct","chain-of-thought","Cili Padi","",""
"524","24","Llama 3.2 3B Instruct","chain-of-thought","Gula Melaka","",""
"524","24","Llama 3.2 3B Instruct","chain-of-thought","Kelapa Muda","",""
"524","24","Llama 3.2 3B Instruct","chain-of-thought","Cuka Nasi","",""
"524","24","Llama 3.2 3B Instruct","chain-of-thought","Minyak Goreng","",""
"526","26","Llama 3.2 3B Instruct","chain-of-thought","","",""
"526","26","Llama 3.2 3B Instruct","chain-of-thought","","",""
"526","26","Llama 3.2 3B Instruct","chain-of-thought","","",""
"526","26","Llama 3.2 3B Instruct","chain-of-thought","","",""
"527","27","Llama 3.2 3B Instruct","chain-of-thought","rice","",""
"527","27","Llama 3.2 3B Instruct","chain-of-thought","chicken","",""
"527","27","Llama 3.2 3B Instruct","chain-of-thought","bell peppers","",""
"527","27","Llama 3.2 3B Instruct","chain-of-thought","cumin","",""
"529","29","Llama 3.2 3B Instruct","chain-of-thought","tempeh","",""
"529","29","Llama 3.2 3B Instruct","chain-of-thought","nasi lemak","",""
"531","31","Llama 3.2 3B Instruct","chain-of-thought","","",""
"536","36","Llama 3.2 3B Instruct","chain-of-thought","","",""
"536","36","Llama 3.2 3B Instruct","chain-of-thought","","",""
"536","36","Llama 3.2 3B Instruct","chain-of-thought","","",""
"536","36","Llama 3.2 3B Instruct","chain-of-thought","","",""
"537","37","Llama 3.2 3B Instruct","chain-of-thought","Rice","",""
"537","37","Llama 3.2 3B Instruct","chain-of-thought","Sambal","",""
"537","37","Llama 3.2 3B Instruct","chain-of-thought","Garlic","",""
"537","37","Llama 3.2 3B Instruct","chain-of-thought","Ginger","",""
"537","37","Llama 3.2 3B Instruct","chain-of-thought","Ulas (Clove of Garlic)","",""
"543","43","Llama 3.2 3B Instruct","chain-of-thought","","",""
"543","43","Llama 3.2 3B Instruct","chain-of-thought","","",""
"544","44","Llama 3.2 3B Instruct","chain-of-thought","Fried Chicken","",""
"544","44","Llama 3.2 3B Instruct","chain-of-thought","Chili Paste","",""
"544","44","Llama 3.2 3B Instruct","chain-of-thought","Cheese","",""
"544","44","Llama 3.2 3B Instruct","chain-of-thought","Garlic","",""
"547","47","Llama 3.2 3B Instruct","chain-of-thought","Meat Stew","",""
"547","47","Llama 3.2 3B Instruct","chain-of-thought","Coconut Rice","",""
"547","47","Llama 3.2 3B Instruct","chain-of-thought","","",""
"547","47","Llama 3.2 3B Instruct","chain-of-thought","","",""
"547","47","Llama 3.2 3B Instruct","chain-of-thought","","",""
"547","47","Llama 3.2 3B Instruct","chain-of-thought","","",""
"547","47","Llama 3.2 3B Instruct","chain-of-thought","","",""
"547","47","Llama 3.2 3B Instruct","chain-of-thought","","",""
"548","48","Llama 3.2 3B Instruct","chain-of-thought","Fried Rice","",""
"548","48","Llama 3.2 3B Instruct","chain-of-thought","Fried Chicken","",""
"548","48","Llama 3.2 3B Instruct","chain-of-thought","Boiled Eggs","",""
"548","48","Llama 3.2 3B Instruct","chain-of-thought","Chili Sauce","",""
"549","49","Llama 3.2 3B Instruct","chain-of-thought","","",""
"550","50","Llama 3.2 3B Instruct","chain-of-thought","","",""
"550","50","Llama 3.2 3B Instruct","chain-of-thought","Ayam","",""
"550","50","Llama 3.2 3B Instruct","chain-of-thought","Krupuk","",""
"550","50","Llama 3.2 3B Instruct","chain-of-thought","Sambal","",""
"550","50","Llama 3.2 3B Instruct","chain-of-thought","Gula Melaka","",""
"550","50","Llama 3.2 3B Instruct","chain-of-thought","Kacang","",""
"550","50","Llama 3.2 3B Instruct","chain-of-thought","Ulas-ulas","",""
"552","2","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"555","5","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"557","7","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"562","12","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"569","19","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"569","19","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"569","19","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"569","19","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"572","22","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"572","22","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"572","22","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"572","22","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"573","23","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"576","26","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"576","26","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"576","26","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"576","26","Phi-4-mini 3.8B Instruct","chain-of-thought","Garam masala","",""
"579","29","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"582","32","Phi-4-mini 3.8B Instruct","chain-of-thought","Water","",""
"582","32","Phi-4-mini 3.8B Instruct","chain-of-thought","Jalapeno peppers","",""
"583","33","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"586","36","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"592","42","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"592","42","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"592","42","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"592","42","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"595","45","Phi-4-mini 3.8B Instruct","chain-of-thought","dried chili","",""
"595","45","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"595","45","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"595","45","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"596","46","Phi-4-mini 3.8B Instruct","chain-of-thought","","",""
"601","1","Qwen 2.5 3B Instruct","chain-of-thought","","",""
"601","1","Qwen 2.5 3B Instruct","chain-of-thought","","",""
"601","1","Qwen 2.5 3B Instruct","chain-of-thought","","",""
"601","1","Qwen 2.5 3B Instruct","chain-of-thought","","",""
"601","1","Qwen 2.5 3B Instruct","chain-of-thought","","",""
"602","2","Qwen 2.5 3B Instruct","chain-of-thought","Egg","",""
"602","2","Qwen 2.5 3B Instruct","chain-of-thought","Water","",""
"602","2","Qwen 2.5 3B Instruct","chain-of-thought","Salt","",""
"602","2","Qwen 2.5 3B Instruct","chain-of-thought","Water for sprinkling","",""
"603","3","Qwen 2.5 3B Instruct","chain-of-thought","2 tablespoons salt","",""
"603","3","Qwen 2.5 3B Instruct","chain-of-thought","1 tablespoon vegetable oil","",""
"603","3","Qwen 2.5 3B Instruct","chain-of-thought","2 cloves garlic","",""
"603","3","Qwen 2.5 3B Instruct","chain-of-thought","2 cloves garlic","",""
"603","3","Qwen 2.5 3B Instruct","chain-of-thought","8 cloves red chili","",""
"603","3","Qwen 2.5 3B Instruct","chain-of-thought","5 shrimp","",""
"603","3","Qwen 2.5 3B Instruct","chain-of-thought","4 tablespoons water","",""
"603","3","Qwen 2.5 3B Instruct","chain-of-thought","1 clove garlic finely chopped","",""
"603","3","Qwen 2.5 3B Instruct","chain-of-thought","3 shrimp cut into small pieces","",""
"603","3","Qwen 2.5 3B Instruct","chain-of-thought","2 cloves garlic finely chopped","",""
"603","3","Qwen 2.5 3B Instruct","chain-of-thought","2 shrimp cut into small pieces","",""
"603","3","Qwen 2.5 3B Instruct","chain-of-thought","2 shrimp cut into small pieces and set aside","",""
"651","1","Gemma-SEA-LION v4 4B","chain-of-thought","Keli Fish (Tilapia)","",""
"651","1","Gemma-SEA-LION v4 4B","chain-of-thought","Tomato","",""
"651","1","Gemma-SEA-LION v4 4B","chain-of-thought","Red Onion","",""
"651","1","Gemma-SEA-LION v4 4B","chain-of-thought","Vinegar","",""
"651","1","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","",""
"652","2","Gemma-SEA-LION v4 4B","chain-of-thought","rice","",""
"652","2","Gemma-SEA-LION v4 4B","chain-of-thought","egg","",""
"652","2","Gemma-SEA-LION v4 4B","chain-of-thought","dried anchovies","",""
"652","2","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","",""
"652","2","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","",""
"652","2","Gemma-SEA-LION v4 4B","chain-of-thought","red chili","",""
"652","2","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","",""
"653","3","Gemma-SEA-LION v4 4B","chain-of-thought","Fish","",""
"653","3","Gemma-SEA-LION v4 4B","chain-of-thought","Tomato","",""
"653","3","Gemma-SEA-LION v4 4B","chain-of-thought","Red Onion","",""
"653","3","Gemma-SEA-LION v4 4B","chain-of-thought","Bird's Eye Chili","",""
"653","3","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","",""
"654","4","Gemma-SEA-LION v4 4B","chain-of-thought","rice","",""
"654","4","Gemma-SEA-LION v4 4B","chain-of-thought","egg","",""
"654","4","Gemma-SEA-LION v4 4B","chain-of-thought","chicken stock","",""
"654","4","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","",""
"654","4","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","",""
"654","4","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","",""
"654","4","Gemma-SEA-LION v4 4B","chain-of-thought","chili peppers","",""
"654","4","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","",""
"655","5","Gemma-SEA-LION v4 4B","chain-of-thought","Fish Fillet","",""
"655","5","Gemma-SEA-LION v4 4B","chain-of-thought","Tomato","",""
"655","5","Gemma-SEA-LION v4 4B","chain-of-thought","Red Onion","",""
"655","5","Gemma-SEA-LION v4 4B","chain-of-thought","Dried Chili Peppers","",""
"655","5","Gemma-SEA-LION v4 4B","chain-of-thought","To Taste","",""
"656","6","Gemma-SEA-LION v4 4B","chain-of-thought","rice","",""
"656","6","Gemma-SEA-LION v4 4B","chain-of-thought","egg","",""
"656","6","Gemma-SEA-LION v4 4B","chain-of-thought","dried anchovies","",""
"656","6","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","",""
"656","6","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","",""
"656","6","Gemma-SEA-LION v4 4B","chain-of-thought","red chili","",""
"656","6","Gemma-SEA-LION v4 4B","chain-of-thought","soy sauce","",""
"656","6","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","",""
"657","7","Gemma-SEA-LION v4 4B","chain-of-thought","rice","",""
"657","7","Gemma-SEA-LION v4 4B","chain-of-thought","egg","",""
"657","7","Gemma-SEA-LION v4 4B","chain-of-thought","dried anchovies","",""
"657","7","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","",""
"657","7","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","",""
"657","7","Gemma-SEA-LION v4 4B","chain-of-thought","red chili","",""
"657","7","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","",""
"658","8","Gemma-SEA-LION v4 4B","chain-of-thought","chicken","",""
"658","8","Gemma-SEA-LION v4 4B","chain-of-thought","fish","",""
"658","8","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","",""
"658","8","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","",""
"658","8","Gemma-SEA-LION v4 4B","chain-of-thought","tomatoes","",""
"658","8","Gemma-SEA-LION v4 4B","chain-of-thought","galangal","",""
