experiment_id,transcript_id,model_name,technique_name,total_calories,total_protein_g,total_fat_g,total_carbohydrate_g,serving_calories,servings_estimated
"593","43","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","1"
"594","44","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"595","45","Phi-4-mini 3.8B Instruct","chain-of-thought","391.5","12.7","32.3","40.0","100.5","4"
"596","46","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"597","47","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"598","48","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"599","49","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"600","50","Phi-4-mini 3.8B Instruct","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"601","1","Qwen 2.5 3B Instruct","chain-of-thought","148.9","14.5","7.2","89.4","253.8","4"
"602","2","Qwen 2.5 3B Instruct","chain-of-thought","248.9","6.7","7.9","31.7","123.8","4"
"603","3","Qwen 2.5 3B Instruct","chain-of-thought","1073.2","49.2","37.9","41.6","187.5","4"
"651","1","Gemma-SEA-LION v4 4B","chain-of-thought","214.0","38.0","8.3","22.5","358.0","1"
"652","2","Gemma-SEA-LION v4 4B","chain-of-thought","578.0","28.0","16.2","75.5","350.0","1"
"653","3","Gemma-SEA-LION v4 4B","chain-of-thought","317.0","38.0","18.0","35.0","350.0","1"
"654","4","Gemma-SEA-LION v4 4B","chain-of-thought","350.0","18.0","12.0","60.0","350.0","1"
"655","5","Gemma-SEA-LION v4 4B","chain-of-thought","294.0","34.2","17.3","39.8","320.0","1"
"656","6","Gemma-SEA-LION v4 4B","chain-of-thought","458.0","31.4","12.3","71.0","350.0","1"
"657","7","Gemma-SEA-LION v4 4B","chain-of-thought","350.0","18.0","12.0","60.0","350.0","1"
"658","8","Gemma-SEA-LION v4 4B","chain-of-thought","785.0","53.9","21.8","67.6","325.0","1"
"659","9","Gemma-SEA-LION v4 4B","chain-of-thought","350.0","18.0","12.0","60.0","350.0","1"
"660","10","Gemma-SEA-LION v4 4B","chain-of-thought","583.0","26.3","16.2","73.0","350.0","1"
"661","11","Gemma-SEA-LION v4 4B","chain-of-thought","350.0","18.0","12.0","60.0","350.0","1"
"662","12","Gemma-SEA-LION v4 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"663","13","Gemma-SEA-LION v4 4B","chain-of-thought","587.0","32.4","16.2","115.0","350.0","1"
"664","14","Gemma-SEA-LION v4 4B","chain-of-thought","350.0","18.0","12.0","60.0","350.0","1"
"665","15","Gemma-SEA-LION v4 4B","chain-of-thought","3168.0","107.5","74.5","61.3","350.0","1"
"666","16","Gemma-SEA-LION v4 4B","chain-of-thought","398.0","48.5","19.2","57.0","350.0","1"
"667","17","Gemma-SEA-LION v4 4B","chain-of-thought","1036.8","119.3","35.9","80.3","356.7","1"
"668","18","Gemma-SEA-LION v4 4B","chain-of-thought","345.0","18.0","20.0","43.0","345.0","1"
"669","19","Gemma-SEA-LION v4 4B","chain-of-thought","350.0","18.2","12.0","60.0","350.0","1"
"670","20","Gemma-SEA-LION v4 4B","chain-of-thought","213.6","37.3","7.8","60.6","357.8","1"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","350.0","18.0","12.0","60.0","350.0","1"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","368.0","47.5","14.7","38.0","320.0","1"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","358.0","20.7","16.7","48.3","358.0","1"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","687.0","36.0","54.0","92.0","375.0","1"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","537.0","24.3","12.4","71.0","350.0","1"
"676","26","Gemma-SEA-LION v4 4B","chain-of-thought","487.0","60.5","21.5","72.1","348.0","1"
"677","27","Gemma-SEA-LION v4 4B","chain-of-thought","350.0","21.5","12.0","60.0","350.0","1"
"678","28","Gemma-SEA-LION v4 4B","chain-of-thought","253.5","18.0","12.0","60.0","350.0","1"
"679","29","Gemma-SEA-LION v4 4B","chain-of-thought","350.0","18.0","12.0","60.0","350.0","1"
"680","30","Gemma-SEA-LION v4 4B","chain-of-thought","534.0","30.1","17.2","114.0","350.0","1"
"681","31","Gemma-SEA-LION v4 4B","chain-of-thought","350.0","25.0","12.0","60.0","350.0","1"
"682","32","Gemma-SEA-LION v4 4B","chain-of-thought","564.0","31.0","17.3","115.0","350.0","1"
"683","33","Gemma-SEA-LION v4 4B","chain-of-thought","243.0","41.1","17.7","60.2","345.0","1"
"684","34","Gemma-SEA-LION v4 4B","chain-of-thought","350.0","18.0","18.0","35.0","350.0","1"
"685","35","Gemma-SEA-LION v4 4B","chain-of-thought","345.0","20.0","20.0","45.0","345.0","1"
"686","36","Gemma-SEA-LION v4 4B","chain-of-thought","286.1","42.8","19.7","61.3","345.6","1"
"687","37","Gemma-SEA-LION v4 4B","chain-of-thought","268.0","39.0","18.3","40.1","325.0","1"
"688","38","Gemma-SEA-LION v4 4B","chain-of-thought","690.0","59.4","21.3","67.0","360.0","1"
"689","39","Gemma-SEA-LION v4 4B","chain-of-thought","489.0","48.0","17.0","37.0","345.0","1"
"690","40","Gemma-SEA-LION v4 4B","chain-of-thought","784.0","67.3","31.2","78.2","325.0","1"
"691","41","Gemma-SEA-LION v4 4B","chain-of-thought","289.5","54.3","14.2","60.6","345.6","1"
"692","42","Gemma-SEA-LION v4 4B","chain-of-thought","462.0","29.9","12.7","71.0","350.0","1"
"693","43","Gemma-SEA-LION v4 4B","chain-of-thought","469.0","23.0","12.1","75.0","350.0","1"
"694","44","Gemma-SEA-LION v4 4B","chain-of-thought","563.0","32.4","17.2","115.0","350.0","1"
"695","45","Gemma-SEA-LION v4 4B","chain-of-thought","287.0","40.6","18.1","32.7","325.0","1"
"696","46","Gemma-SEA-LION v4 4B","chain-of-thought","243.0","39.5","17.9","43.2","345.0","1"
"697","47","Gemma-SEA-LION v4 4B","chain-of-thought","237.0","25.6","19.1","53.7","345.0","1"
"698","48","Gemma-SEA-LION v4 4B","chain-of-thought","512.4","32.3","23.7","120.5","375.4","1"
"699","49","Gemma-SEA-LION v4 4B","chain-of-thought","571.0","29.6","12.6","71.0","350.0","1"
"700","50","Gemma-SEA-LION v4 4B","chain-of-thought","485.0","63.3","21.7","64.2","325.0","1"
"701","1","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"702","2","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"703","3","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"704","4","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"705","5","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"706","6","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"707","7","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"708","8","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"709","9","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"710","10","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"711","11","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"712","12","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"713","13","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"714","14","MedGemma 4B","chain-of-thought","8940.0","238.5","38.6","640.0","0.0","0"
"715","15","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"716","16","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"717","17","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"718","18","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"719","19","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"720","20","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"721","21","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"722","22","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"723","23","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"724","24","MedGemma 4B","chain-of-thought","4.0","0.0","0.0","16.0","0.0","0"
"725","25","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"726","26","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"727","27","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"728","28","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"729","29","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"730","30","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"731","31","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"732","32","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"733","33","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"734","34","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"735","35","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"736","36","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"737","37","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"738","38","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"739","39","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"740","40","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"741","41","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"742","42","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"743","43","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"744","44","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"745","45","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"746","46","MedGemma 4B","chain-of-thought","1469.0","4.6","0.9","237.6","0.0","0"
"747","47","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"748","48","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"749","49","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"750","50","MedGemma 4B","chain-of-thought","0.0","0.0","0.0","0.0","0.0","0"
"751","1","Llama 3.2 3B Instruct","structured-output","56.5","1.2","3.9","6.8","56.5","2"
"752","2","Llama 3.2 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"753","3","Llama 3.2 3B Instruct","structured-output","1343.9","49.2","123.8","129.6","102.1","4"
"754","4","Llama 3.2 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"755","5","Llama 3.2 3B Instruct","structured-output","1930.0","73.0","118.5","223.0","400.0","4"
"756","6","Llama 3.2 3B Instruct","structured-output","720.8","51.4","39.4","78.2","340.8","4"
"757","7","Llama 3.2 3B Instruct","structured-output","1123.6","50.8","70.8","99.9","550.8","2"
"758","8","Llama 3.2 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"759","9","Llama 3.2 3B Instruct","structured-output","677.6","24.2","32.2","77.1","342.6","4"
"760","10","Llama 3.2 3B Instruct","structured-output","1400.0","78.9","109.3","71.7","472.2","4"
"761","11","Llama 3.2 3B Instruct","structured-output","2168.8","124.5","140.2","53.4","450.8","4"
"762","12","Llama 3.2 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"763","13","Llama 3.2 3B Instruct","structured-output","550.8","15.3","23.2","60.1","550.8","4"
"764","14","Llama 3.2 3B Instruct","structured-output","1179.2","34.3","109.5","105.4","550.8","2"
"765","15","Llama 3.2 3B Instruct","structured-output","1037.1","16.4","74.4","210.9","115.1","8"
"766","16","Llama 3.2 3B Instruct","structured-output","4302.8","47.9","282.5","217.4","550.8","4"
"767","17","Llama 3.2 3B Instruct","structured-output","720.4","41.6","26.3","52.2","240.4","2"
"768","18","Llama 3.2 3B Instruct","structured-output","1221.6","34.1","85.4","84.5","400.0","2"
"769","19","Llama 3.2 3B Instruct","structured-output","2721.8","46.8","160.4","283.9","538.9","2"
"770","20","Llama 3.2 3B Instruct","structured-output","3554.8","121.5","345.8","238.3","554.8","4"
"771","21","Llama 3.2 3B Instruct","structured-output","1663.9","8.3","70.5","63.6","526.3","4"
"772","22","Llama 3.2 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"773","23","Llama 3.2 3B Instruct","structured-output","500.0","39.0","23.0","96.0","150.0","4"
"774","24","Llama 3.2 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"775","25","Llama 3.2 3B Instruct","structured-output","1429.0","55.0","73.7","87.3","542.9","4"
"776","26","Llama 3.2 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"777","27","Llama 3.2 3B Instruct","structured-output","1800.0","54.0","129.8","162.2","450.8","4"
"778","28","Llama 3.2 3B Instruct","structured-output","940.0","36.5","44.0","264.0","350.0","4"
"779","29","Llama 3.2 3B Instruct","structured-output","9640.0","31.9","7815.7","521.3","450.0","4"
"780","30","Llama 3.2 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"781","31","Llama 3.2 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"782","32","Llama 3.2 3B Instruct","structured-output","1438.0","60.0","108.5","246.0","550.0","2"
"783","33","Llama 3.2 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"784","34","Llama 3.2 3B Instruct","structured-output","45.0","3.0","2.0","10.0","0.0","2"
"785","35","Llama 3.2 3B Instruct","structured-output","1235.8","61.6","71.7","105.9","525.8","4"
"786","36","Llama 3.2 3B Instruct","structured-output","340.8","5.3","19.9","40.7","340.8","4"
"787","37","Llama 3.2 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"788","38","Llama 3.2 3B Instruct","structured-output","630.0","9.1","40.8","60.9","630.0","4"
"789","39","Llama 3.2 3B Instruct","structured-output","832.8","67.7","35.2","83.8","352.5","4"
"790","40","Llama 3.2 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"791","41","Llama 3.2 3B Instruct","structured-output","678.8","31.4","43.2","65.6","542.9","4"
"792","42","Llama 3.2 3B Instruct","structured-output","430.0","29.3","16.7","27.2","420.0","4"
"793","43","Llama 3.2 3B Instruct","structured-output","1578.3","62.1","85.4","127.7","542.2","4"
"794","44","Llama 3.2 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"795","45","Llama 3.2 3B Instruct","structured-output","460.1","7.4","35.9","40.3","120.1","2"
"796","46","Llama 3.2 3B Instruct","structured-output","1555.6","56.7","133.8","128.9","555.6","2"
"797","47","Llama 3.2 3B Instruct","structured-output","1022.0","11.6","53.5","84.0","400.0","4"
"798","48","Llama 3.2 3B Instruct","structured-output","850.2","47.4","102.1","74.5","550.2","4"
"799","49","Llama 3.2 3B Instruct","structured-output","1062.4","56.7","38.0","82.6","600.1","2"
"800","50","Llama 3.2 3B Instruct","structured-output","1367.2","44.5","217.6","154.8","540.2","4"
"801","1","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"802","2","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"803","3","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"804","4","Phi-4-mini 3.8B Instruct","structured-output","9.5","12.6","13.8","27.7","0.0","2"
"805","5","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"806","6","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"807","7","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"808","8","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"809","9","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"810","10","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"811","11","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"812","12","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"813","13","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"814","14","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"815","15","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"816","16","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"817","17","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"818","18","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"819","19","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"820","20","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"821","21","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"822","22","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"823","23","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"824","24","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"825","25","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"826","26","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"827","27","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"828","28","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"829","29","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"830","30","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"831","31","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"832","32","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"833","33","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"834","34","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"835","35","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"836","36","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"837","37","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"838","38","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"839","39","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"840","40","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"841","41","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"842","42","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"843","43","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"844","44","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"845","45","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"846","46","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"847","47","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"848","48","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"849","49","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"850","50","Phi-4-mini 3.8B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"851","1","Qwen 2.5 3B Instruct","structured-output","134.5","10.2","8.5","23.8","134.5","2"
"852","2","Qwen 2.5 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"853","3","Qwen 2.5 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"854","4","Qwen 2.5 3B Instruct","structured-output","148.4","13.3","4.6","0.2","0.0","2"
"855","5","Qwen 2.5 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"856","6","Qwen 2.5 3B Instruct","structured-output","635.7","70.8","45.9","68.9","357.4","2"
"857","7","Qwen 2.5 3B Instruct","structured-output","358.5","11.5","14.9","46.8","358.5","2"
"858","8","Qwen 2.5 3B Instruct","structured-output","153.4","10.8","9.1","35.9","153.4","2"
"859","9","Qwen 2.5 3B Instruct","structured-output","435.1","13.0","16.5","53.7","354.7","2"
"860","10","Qwen 2.5 3B Instruct","structured-output","869.2","35.0","53.5","149.6","359.4","2"
"861","11","Qwen 2.5 3B Instruct","structured-output","379.5","10.5","16.8","29.5","379.5","2"
"862","12","Qwen 2.5 3B Instruct","structured-output","272.6","29.4","17.2","36.5","154.9","2"
"863","13","Qwen 2.5 3B Instruct","structured-output","726.8","22.3","56.3","142.6","357.9","2"
"864","14","Qwen 2.5 3B Instruct","structured-output","176.2","13.9","9.6","8.6","154.3","2"
"865","15","Qwen 2.5 3B Instruct","structured-output","349.5","18.0","17.6","45.0","349.5","2"
"866","16","Qwen 2.5 3B Instruct","structured-output","175.0","29.3","9.2","0.0","0.0","2"
"867","17","Qwen 2.5 3B Instruct","structured-output","682.4","44.9","15.9","40.7","139.5","2"
"868","18","Qwen 2.5 3B Instruct","structured-output","358.1","27.4","21.4","58.3","358.1","2"
"869","19","Qwen 2.5 3B Instruct","structured-output","185.5","4.8","3.9","25.2","185.5","2"
"870","20","Qwen 2.5 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"871","21","Qwen 2.5 3B Instruct","structured-output","84.2","12.5","6.3","0.7","398.5","2"
"872","22","Qwen 2.5 3B Instruct","structured-output","351.7","18.1","23.6","50.3","351.7","2"
"873","23","Qwen 2.5 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"874","24","Qwen 2.5 3B Instruct","structured-output","134.5","3.9","6.5","17.4","134.5","2"
"875","25","Qwen 2.5 3B Instruct","structured-output","0.0","0.0","0.0","0.0","0.0","2"
"876","26","Qwen 2.5 3B Instruct","structured-output","653.2","31.4","29.4","115.3","178.3","2"
"877","27","Qwen 2.5 3B Instruct","structured-output","364.5","27.5","18.9","35.0","364.5","2"
"878","28","Qwen 2.5 3B Instruct","structured-output","849.5","36.6","54.4","41.9","176.5","2"
"879","29","Qwen 2.5 3B Instruct","structured-output","354.6","10.7","17.9","43.5","354.6","2"
"901","1","Gemma-SEA-LION v4 4B","structured-output","480.0","37.0","29.7","85.0","350.0","2"
"902","2","Gemma-SEA-LION v4 4B","structured-output","540.0","46.0","20.0","95.0","350.0","2"
"903","3","Gemma-SEA-LION v4 4B","structured-output","1098.0","53.9","43.2","168.8","385.0","2"
"904","4","Gemma-SEA-LION v4 4B","structured-output","795.4","56.4","36.2","119.4","350.4","2"
"905","5","Gemma-SEA-LION v4 4B","structured-output","410.0","47.0","19.9","84.1","350.0","2"
"906","6","Gemma-SEA-LION v4 4B","structured-output","415.0","47.0","17.6","118.0","350.0","2"
"907","7","Gemma-SEA-LION v4 4B","structured-output","1094.0","49.0","62.0","145.0","385.0","2"
"908","8","Gemma-SEA-LION v4 4B","structured-output","715.0","60.0","20.6","95.0","350.0","2"
"909","9","Gemma-SEA-LION v4 4B","structured-output","585.0","32.6","13.2","93.0","350.0","2"
"910","10","Gemma-SEA-LION v4 4B","structured-output","963.0","43.6","39.7","136.4","385.0","2"
"911","11","Gemma-SEA-LION v4 4B","structured-output","1789.6","64.8","102.4","167.3","380.1","2"
"912","12","Gemma-SEA-LION v4 4B","structured-output","429.0","47.0","17.6","94.0","350.0","2"
"913","13","Gemma-SEA-LION v4 4B","structured-output","370.0","33.0","16.5","81.0","350.0","2"
"914","14","Gemma-SEA-LION v4 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"915","15","Gemma-SEA-LION v4 4B","structured-output","633.4","51.3","19.7","68.4","350.4","2"
"916","16","Gemma-SEA-LION v4 4B","structured-output","240.0","14.7","8.3","62.6","350.0","2"
"917","17","Gemma-SEA-LION v4 4B","structured-output","510.0","46.0","21.3","73.0","350.0","2"
"918","18","Gemma-SEA-LION v4 4B","structured-output","785.0","38.5","31.8","92.3","350.0","2"
"919","19","Gemma-SEA-LION v4 4B","structured-output","352.4","24.0","17.0","70.6","350.7","2"
"920","20","Gemma-SEA-LION v4 4B","structured-output","1358.0","61.9","79.7","160.5","380.0","2"
"921","21","Gemma-SEA-LION v4 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"922","22","Gemma-SEA-LION v4 4B","structured-output","560.0","41.0","21.0","75.0","350.0","2"
"923","23","Gemma-SEA-LION v4 4B","structured-output","373.8","26.0","14.3","71.0","350.8","2"
"924","24","Gemma-SEA-LION v4 4B","structured-output","530.0","25.5","14.0","83.0","350.0","2"
"925","25","Gemma-SEA-LION v4 4B","structured-output","498.0","29.8","17.6","72.7","350.0","2"
"926","26","Gemma-SEA-LION v4 4B","structured-output","632.0","47.0","21.0","83.0","350.0","2"
"927","27","Gemma-SEA-LION v4 4B","structured-output","743.0","60.9","34.1","148.7","378.0","2"
"928","28","Gemma-SEA-LION v4 4B","structured-output","685.0","33.6","21.3","105.7","375.0","2"
"929","29","Gemma-SEA-LION v4 4B","structured-output","375.0","42.0","12.6","93.0","350.0","2"
"930","30","Gemma-SEA-LION v4 4B","structured-output","690.0","53.3","17.8","121.8","350.0","2"
"931","31","Gemma-SEA-LION v4 4B","structured-output","1796.0","82.0","138.0","167.0","385.0","2"
"932","32","Gemma-SEA-LION v4 4B","structured-output","613.0","30.0","10.8","42.7","350.0","2"
"933","33","Gemma-SEA-LION v4 4B","structured-output","726.0","41.0","35.5","76.0","350.0","2"
"934","34","Gemma-SEA-LION v4 4B","structured-output","548.0","40.0","21.7","70.0","350.0","2"
"935","35","Gemma-SEA-LION v4 4B","structured-output","613.0","50.3","20.0","74.0","350.0","2"
"936","36","Gemma-SEA-LION v4 4B","structured-output","465.0","23.6","12.1","84.2","350.0","2"
"937","37","Gemma-SEA-LION v4 4B","structured-output","603.0","41.5","21.4","71.6","350.0","2"
"938","38","Gemma-SEA-LION v4 4B","structured-output","0.0","0.0","0.0","0.0","0.0","0"
"939","39","Gemma-SEA-LION v4 4B","structured-output","315.0","18.0","12.6","79.0","350.0","2"
"940","40","Gemma-SEA-LION v4 4B","structured-output","762.0","60.9","40.8","153.7","385.0","2"
