experiment_id,transcript_id,model_name,technique_name,json_valid,pred_count,total_calories,serving_calories,servings_estimated
"750","50","MedGemma 4B","chain-of-thought","0","0","0.0","0.0","0"
"751","1","Llama 3.2 3B Instruct","structured-output","1","1","56.5","56.5","2"
"752","2","Llama 3.2 3B Instruct","structured-output","0","0","0.0","0.0","0"
"753","3","Llama 3.2 3B Instruct","structured-output","1","5","1343.9","102.1","4"
"754","4","Llama 3.2 3B Instruct","structured-output","0","0","0.0","0.0","0"
"755","5","Llama 3.2 3B Instruct","structured-output","1","10","1930.0","400.0","4"
"756","6","Llama 3.2 3B Instruct","structured-output","1","4","720.8","340.8","4"
"757","7","Llama 3.2 3B Instruct","structured-output","1","5","1123.6","550.8","2"
"758","8","Llama 3.2 3B Instruct","structured-output","0","0","0.0","0.0","0"
"759","9","Llama 3.2 3B Instruct","structured-output","1","4","677.6","342.6","4"
"760","10","Llama 3.2 3B Instruct","structured-output","1","4","1400.0","472.2","4"
"761","11","Llama 3.2 3B Instruct","structured-output","1","6","2168.8","450.8","4"
"762","12","Llama 3.2 3B Instruct","structured-output","0","0","0.0","0.0","0"
"763","13","Llama 3.2 3B Instruct","structured-output","1","4","550.8","550.8","4"
"764","14","Llama 3.2 3B Instruct","structured-output","1","4","1179.2","550.8","2"
"765","15","Llama 3.2 3B Instruct","structured-output","1","4","1037.1","115.1","8"
"766","16","Llama 3.2 3B Instruct","structured-output","1","5","4302.8","550.8","4"
"767","17","Llama 3.2 3B Instruct","structured-output","1","10","720.4","240.4","2"
"768","18","Llama 3.2 3B Instruct","structured-output","1","5","1221.6","400.0","2"
"769","19","Llama 3.2 3B Instruct","structured-output","1","5","2721.8","538.9","2"
"770","20","Llama 3.2 3B Instruct","structured-output","1","4","3554.8","554.8","4"
"771","21","Llama 3.2 3B Instruct","structured-output","1","5","1663.9","526.3","4"
"772","22","Llama 3.2 3B Instruct","structured-output","0","0","0.0","0.0","0"
"773","23","Llama 3.2 3B Instruct","structured-output","1","5","500.0","150.0","4"
"774","24","Llama 3.2 3B Instruct","structured-output","0","0","0.0","0.0","0"
"775","25","Llama 3.2 3B Instruct","structured-output","1","4","1429.0","542.9","4"
"776","26","Llama 3.2 3B Instruct","structured-output","0","0","0.0","0.0","0"
"777","27","Llama 3.2 3B Instruct","structured-output","1","6","1800.0","450.8","4"
"778","28","Llama 3.2 3B Instruct","structured-output","1","7","940.0","350.0","4"
"779","29","Llama 3.2 3B Instruct","structured-output","1","9","9640.0","450.0","4"
"780","30","Llama 3.2 3B Instruct","structured-output","0","0","0.0","0.0","0"
"781","31","Llama 3.2 3B Instruct","structured-output","1","1","0.0","0.0","2"
"782","32","Llama 3.2 3B Instruct","structured-output","1","11","1438.0","550.0","2"
"783","33","Llama 3.2 3B Instruct","structured-output","0","0","0.0","0.0","0"
"784","34","Llama 3.2 3B Instruct","structured-output","1","1","45.0","0.0","2"
"785","35","Llama 3.2 3B Instruct","structured-output","1","4","1235.8","525.8","4"
"786","36","Llama 3.2 3B Instruct","structured-output","1","5","340.8","340.8","4"
"787","37","Llama 3.2 3B Instruct","structured-output","0","0","0.0","0.0","0"
"788","38","Llama 3.2 3B Instruct","structured-output","1","6","630.0","630.0","4"
"789","39","Llama 3.2 3B Instruct","structured-output","1","5","832.8","352.5","4"
"790","40","Llama 3.2 3B Instruct","structured-output","0","0","0.0","0.0","0"
"791","41","Llama 3.2 3B Instruct","structured-output","1","4","678.8","542.9","4"
"792","42","Llama 3.2 3B Instruct","structured-output","1","3","430.0","420.0","4"
"793","43","Llama 3.2 3B Instruct","structured-output","1","6","1578.3","542.2","4"
"794","44","Llama 3.2 3B Instruct","structured-output","1","1","0.0","0.0","2"
"795","45","Llama 3.2 3B Instruct","structured-output","1","3","460.1","120.1","2"
"796","46","Llama 3.2 3B Instruct","structured-output","1","8","1555.6","555.6","2"
"797","47","Llama 3.2 3B Instruct","structured-output","1","4","1022.0","400.0","4"
"798","48","Llama 3.2 3B Instruct","structured-output","1","5","850.2","550.2","4"
"799","49","Llama 3.2 3B Instruct","structured-output","1","4","1062.4","600.1","2"
"800","50","Llama 3.2 3B Instruct","structured-output","1","6","1367.2","540.2","4"
"801","1","Phi-4-mini 3.8B Instruct","structured-output","0","0","0.0","0.0","0"
"802","2","Phi-4-mini 3.8B Instruct","structured-output","0","0","0.0","0.0","0"
"803","3","Phi-4-mini 3.8B Instruct","structured-output","0","0","0.0","0.0","0"
"804","4","Phi-4-mini 3.8B Instruct","structured-output","1","1","9.5","0.0","2"
"805","5","Phi-4-mini 3.8B Instruct","structured-output","0","0","0.0","0.0","0"
"806","6","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"807","7","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"808","8","Phi-4-mini 3.8B Instruct","structured-output","0","0","0.0","0.0","0"
"809","9","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"810","10","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"811","11","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"812","12","Phi-4-mini 3.8B Instruct","structured-output","1","0","0.0","0.0","2"
"813","13","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"814","14","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"815","15","Phi-4-mini 3.8B Instruct","structured-output","1","0","0.0","0.0","2"
"816","16","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"817","17","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"818","18","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"819","19","Phi-4-mini 3.8B Instruct","structured-output","1","0","0.0","0.0","2"
"820","20","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"821","21","Phi-4-mini 3.8B Instruct","structured-output","0","0","0.0","0.0","0"
"822","22","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"823","23","Phi-4-mini 3.8B Instruct","structured-output","1","0","0.0","0.0","2"
"824","24","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"825","25","Phi-4-mini 3.8B Instruct","structured-output","1","0","0.0","0.0","2"
"826","26","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"827","27","Phi-4-mini 3.8B Instruct","structured-output","1","0","0.0","0.0","2"
"828","28","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"829","29","Phi-4-mini 3.8B Instruct","structured-output","1","0","0.0","0.0","2"
"830","30","Phi-4-mini 3.8B Instruct","structured-output","1","0","0.0","0.0","2"
"831","31","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"832","32","Phi-4-mini 3.8B Instruct","structured-output","0","0","0.0","0.0","0"
"833","33","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"834","34","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"835","35","Phi-4-mini 3.8B Instruct","structured-output","0","0","0.0","0.0","0"
"836","36","Phi-4-mini 3.8B Instruct","structured-output","1","0","0.0","0.0","2"
"837","37","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"838","38","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"839","39","Phi-4-mini 3.8B Instruct","structured-output","1","0","0.0","0.0","2"
"840","40","Phi-4-mini 3.8B Instruct","structured-output","0","0","0.0","0.0","0"
"841","41","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"842","42","Phi-4-mini 3.8B Instruct","structured-output","0","0","0.0","0.0","0"
"843","43","Phi-4-mini 3.8B Instruct","structured-output","1","0","0.0","0.0","2"
"844","44","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"845","45","Phi-4-mini 3.8B Instruct","structured-output","0","0","0.0","0.0","0"
"846","46","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"847","47","Phi-4-mini 3.8B Instruct","structured-output","1","0","0.0","0.0","2"
"848","48","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"849","49","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"850","50","Phi-4-mini 3.8B Instruct","structured-output","1","1","0.0","0.0","2"
"851","1","Qwen 2.5 3B Instruct","structured-output","1","1","134.5","134.5","2"
"852","2","Qwen 2.5 3B Instruct","structured-output","1","1","0.0","0.0","2"
"853","3","Qwen 2.5 3B Instruct","structured-output","1","1","0.0","0.0","2"
"854","4","Qwen 2.5 3B Instruct","structured-output","1","1","148.4","0.0","2"
"855","5","Qwen 2.5 3B Instruct","structured-output","1","1","0.0","0.0","2"
"856","6","Qwen 2.5 3B Instruct","structured-output","1","7","635.7","357.4","2"
"857","7","Qwen 2.5 3B Instruct","structured-output","1","2","358.5","358.5","2"
"858","8","Qwen 2.5 3B Instruct","structured-output","1","1","153.4","153.4","2"
"859","9","Qwen 2.5 3B Instruct","structured-output","1","2","435.1","354.7","2"
"860","10","Qwen 2.5 3B Instruct","structured-output","1","8","869.2","359.4","2"
"861","11","Qwen 2.5 3B Instruct","structured-output","1","1","379.5","379.5","2"
"862","12","Qwen 2.5 3B Instruct","structured-output","1","1","272.6","154.9","2"
"863","13","Qwen 2.5 3B Instruct","structured-output","1","6","726.8","357.9","2"
"864","14","Qwen 2.5 3B Instruct","structured-output","1","2","176.2","154.3","2"
"865","15","Qwen 2.5 3B Instruct","structured-output","1","1","349.5","349.5","2"
"866","16","Qwen 2.5 3B Instruct","structured-output","1","1","175.0","0.0","2"
"867","17","Qwen 2.5 3B Instruct","structured-output","1","7","682.4","139.5","2"
"868","18","Qwen 2.5 3B Instruct","structured-output","1","1","358.1","358.1","2"
"869","19","Qwen 2.5 3B Instruct","structured-output","1","1","185.5","185.5","2"
"870","20","Qwen 2.5 3B Instruct","structured-output","1","1","0.0","0.0","2"
"871","21","Qwen 2.5 3B Instruct","structured-output","1","1","84.2","398.5","2"
"872","22","Qwen 2.5 3B Instruct","structured-output","1","2","351.7","351.7","2"
"873","23","Qwen 2.5 3B Instruct","structured-output","1","1","0.0","0.0","2"
"874","24","Qwen 2.5 3B Instruct","structured-output","1","1","134.5","134.5","2"
"875","25","Qwen 2.5 3B Instruct","structured-output","1","1","0.0","0.0","2"
"876","26","Qwen 2.5 3B Instruct","structured-output","1","5","653.2","178.3","2"
"877","27","Qwen 2.5 3B Instruct","structured-output","1","4","364.5","364.5","2"
"878","28","Qwen 2.5 3B Instruct","structured-output","1","8","849.5","176.5","2"
"879","29","Qwen 2.5 3B Instruct","structured-output","1","1","354.6","354.6","2"
"901","1","Gemma-SEA-LION v4 4B","structured-output","1","6","480.0","350.0","2"
"902","2","Gemma-SEA-LION v4 4B","structured-output","1","6","540.0","350.0","2"
"903","3","Gemma-SEA-LION v4 4B","structured-output","1","6","1098.0","385.0","2"
"904","4","Gemma-SEA-LION v4 4B","structured-output","1","6","795.4","350.4","2"
"905","5","Gemma-SEA-LION v4 4B","structured-output","1","6","410.0","350.0","2"
"906","6","Gemma-SEA-LION v4 4B","structured-output","1","7","415.0","350.0","2"
"907","7","Gemma-SEA-LION v4 4B","structured-output","1","6","1094.0","385.0","2"
"908","8","Gemma-SEA-LION v4 4B","structured-output","1","6","715.0","350.0","2"
"909","9","Gemma-SEA-LION v4 4B","structured-output","1","6","585.0","350.0","2"
"910","10","Gemma-SEA-LION v4 4B","structured-output","1","6","963.0","385.0","2"
"911","11","Gemma-SEA-LION v4 4B","structured-output","1","6","1789.6","380.1","2"
"912","12","Gemma-SEA-LION v4 4B","structured-output","1","6","429.0","350.0","2"
"913","13","Gemma-SEA-LION v4 4B","structured-output","1","4","370.0","350.0","2"
"914","14","Gemma-SEA-LION v4 4B","structured-output","0","0","0.0","0.0","0"
"915","15","Gemma-SEA-LION v4 4B","structured-output","1","5","633.4","350.4","2"
"916","16","Gemma-SEA-LION v4 4B","structured-output","1","5","240.0","350.0","2"
"917","17","Gemma-SEA-LION v4 4B","structured-output","1","6","510.0","350.0","2"
"918","18","Gemma-SEA-LION v4 4B","structured-output","1","6","785.0","350.0","2"
"919","19","Gemma-SEA-LION v4 4B","structured-output","1","5","352.4","350.7","2"
"920","20","Gemma-SEA-LION v4 4B","structured-output","1","6","1358.0","380.0","2"
"921","21","Gemma-SEA-LION v4 4B","structured-output","0","0","0.0","0.0","0"
"922","22","Gemma-SEA-LION v4 4B","structured-output","1","6","560.0","350.0","2"
"923","23","Gemma-SEA-LION v4 4B","structured-output","1","4","373.8","350.8","2"
"924","24","Gemma-SEA-LION v4 4B","structured-output","1","6","530.0","350.0","2"
"925","25","Gemma-SEA-LION v4 4B","structured-output","1","4","498.0","350.0","2"
"926","26","Gemma-SEA-LION v4 4B","structured-output","1","6","632.0","350.0","2"
"927","27","Gemma-SEA-LION v4 4B","structured-output","1","8","743.0","378.0","2"
"928","28","Gemma-SEA-LION v4 4B","structured-output","1","7","685.0","375.0","2"
"929","29","Gemma-SEA-LION v4 4B","structured-output","1","7","375.0","350.0","2"
"930","30","Gemma-SEA-LION v4 4B","structured-output","1","5","690.0","350.0","2"
"931","31","Gemma-SEA-LION v4 4B","structured-output","1","7","1796.0","385.0","2"
"932","32","Gemma-SEA-LION v4 4B","structured-output","1","4","613.0","350.0","2"
"933","33","Gemma-SEA-LION v4 4B","structured-output","1","5","726.0","350.0","2"
"934","34","Gemma-SEA-LION v4 4B","structured-output","1","6","548.0","350.0","2"
"935","35","Gemma-SEA-LION v4 4B","structured-output","1","6","613.0","350.0","2"
"936","36","Gemma-SEA-LION v4 4B","structured-output","1","6","465.0","350.0","2"
"937","37","Gemma-SEA-LION v4 4B","structured-output","1","6","603.0","350.0","2"
"938","38","Gemma-SEA-LION v4 4B","structured-output","0","0","0.0","0.0","0"
"939","39","Gemma-SEA-LION v4 4B","structured-output","1","6","315.0","350.0","2"
"940","40","Gemma-SEA-LION v4 4B","structured-output","1","7","762.0","385.0","2"
"941","41","Gemma-SEA-LION v4 4B","structured-output","1","4","638.0","350.0","2"
"942","42","Gemma-SEA-LION v4 4B","structured-output","1","7","641.0","390.0","2"
"943","43","Gemma-SEA-LION v4 4B","structured-output","1","6","561.0","350.0","2"
"944","44","Gemma-SEA-LION v4 4B","structured-output","1","6","648.0","350.8","2"
"945","45","Gemma-SEA-LION v4 4B","structured-output","1","6","744.0","350.0","2"
"946","46","Gemma-SEA-LION v4 4B","structured-output","1","6","630.0","350.0","2"
"947","47","Gemma-SEA-LION v4 4B","structured-output","1","7","840.0","350.0","2"
"948","48","Gemma-SEA-LION v4 4B","structured-output","1","7","967.3","350.7","2"
"949","49","Gemma-SEA-LION v4 4B","structured-output","1","7","470.0","350.0","2"
"950","50","Gemma-SEA-LION v4 4B","structured-output","1","4","380.0","350.0","2"
"951","1","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"952","2","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"953","3","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"954","4","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"955","5","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"956","6","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"957","7","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"958","8","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"959","9","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"960","10","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"961","11","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"962","12","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"963","13","MedGemma 4B","structured-output","1","9","450.0","450.0","2"
"964","14","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"965","15","MedGemma 4B","structured-output","1","8","350.0","350.0","2"
"966","16","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"967","17","MedGemma 4B","structured-output","1","9","1745.0","450.0","2"
"968","18","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"969","19","MedGemma 4B","structured-output","1","9","450.0","450.0","2"
"970","20","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"971","21","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"972","22","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"973","23","MedGemma 4B","structured-output","1","8","785.0","350.0","2"
"974","24","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"975","25","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"976","26","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"977","27","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"978","28","MedGemma 4B","structured-output","1","8","1675.0","450.0","2"
"979","29","MedGemma 4B","structured-output","1","9","1765.0","350.0","2"
"980","30","MedGemma 4B","structured-output","1","7","735.0","350.0","2"
"981","31","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"982","32","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"983","33","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"984","34","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"985","35","MedGemma 4B","structured-output","1","9","835.0","350.0","2"
"986","36","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"987","37","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"988","38","MedGemma 4B","structured-output","1","8","465.0","350.0","2"
"989","39","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"990","40","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"991","41","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"992","42","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"993","43","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"994","44","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"995","45","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"996","46","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"997","47","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"998","48","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"999","49","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
"1000","50","MedGemma 4B","structured-output","0","0","0.0","0.0","0"
