experiment_id,transcript_id,model_name,technique_name,name_original,name_en,hallucination_flag
"316","16","Phi-4-mini 3.8B Instruct","few-shot","bawang putih","garlic","NO"
"316","16","Phi-4-mini 3.8B Instruct","few-shot","bawang merah","ginger","NO"
"316","16","Phi-4-mini 3.8B Instruct","few-shot","bawang merah","ginger","NO"
"317","17","Phi-4-mini 3.8B Instruct","few-shot","minyak","cooking oil","NO"
"317","17","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"317","17","Phi-4-mini 3.8B Instruct","few-shot","garam","salt","NO"
"318","18","Phi-4-mini 3.8B Instruct","few-shot","minyak","cooking oil","NO"
"318","18","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"318","18","Phi-4-mini 3.8B Instruct","few-shot","garam","salt","NO"
"320","20","Phi-4-mini 3.8B Instruct","few-shot","","","NO"
"320","20","Phi-4-mini 3.8B Instruct","few-shot","","","NO"
"320","20","Phi-4-mini 3.8B Instruct","few-shot","","","NO"
"321","21","Phi-4-mini 3.8B Instruct","few-shot","ikan masak","chicken breast, cooked and sliced thinly","NO"
"321","21","Phi-4-mini 3.8B Instruct","few-shot","bumbu kering","dry curry powder mix","NO"
"321","21","Phi-4-mini 3.8B Instruct","few-shot","bawang merah, bawang putih dan cili rawon yang dipotong halus","shallots, ginger and lemongrass finely chopped or julienned","NO"
"321","21","Phi-4-mini 3.8B Instruct","few-shot","minyak sapi atau minyak zaitun, secukupnya untuk menumis bumbu dan bahan lain","unsalted pork fat or olive oil to fry spices and other ingredients (enough)","NO"
"321","21","Phi-4-mini 3.8B Instruct","few-shot","kelapa sawit, secukup rasa","coconut milk to taste or according to preference","NO"
"321","21","Phi-4-mini 3.8B Instruct","few-shot","gula merah, secukup rasa","red sugar to taste or according to preference for balance sweetness","NO"
"321","21","Phi-4-mini 3.8B Instruct","few-shot","susu mentimelut, secukup rasa untuk menghaluskan bumbu semula","lime juice to taste for re-blending the curry paste","NO"
"322","22","Phi-4-mini 3.8B Instruct","few-shot","minyak","cooking oil","NO"
"322","22","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"326","26","Phi-4-mini 3.8B Instruct","few-shot","N/A","N/A","NO"
"328","28","Phi-4-mini 3.8B Instruct","few-shot","","","NO"
"330","30","Phi-4-mini 3.8B Instruct","few-shot","minyak","cooking oil","NO"
"330","30","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"330","30","Phi-4-mini 3.8B Instruct","few-shot","garam","salt","NO"
"333","33","Phi-4-mini 3.8B Instruct","few-shot","minyak","cooking oil","NO"
"333","33","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"333","33","Phi-4-mini 3.8B Instruct","few-shot","garam","salt","NO"
"334","34","Phi-4-mini 3.8B Instruct","few-shot","minyak masak","cooking oil","NO"
"334","34","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"335","35","Phi-4-mini 3.8B Instruct","few-shot","minyak","cooking oil","NO"
"335","35","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"335","35","Phi-4-mini 3.8B Instruct","few-shot","garam","salt","NO"
"336","36","Phi-4-mini 3.8B Instruct","few-shot","minyak","cooking oil","NO"
"336","36","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"336","36","Phi-4-mini 3.8B Instruct","few-shot","garam","salt","NO"
"338","38","Phi-4-mini 3.8B Instruct","few-shot","minyak","cooking oil","NO"
"338","38","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"338","38","Phi-4-mini 3.8B Instruct","few-shot","garam","salt","NO"
"340","40","Phi-4-mini 3.8B Instruct","few-shot","minyak","cooking oil","NO"
"340","40","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"340","40","Phi-4-mini 3.8B Instruct","few-shot","garam","salt","NO"
"343","43","Phi-4-mini 3.8B Instruct","few-shot","minyak","cooking oil","NO"
"343","43","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"343","43","Phi-4-mini 3.8B Instruct","few-shot","garam","salt","NO"
"345","45","Phi-4-mini 3.8B Instruct","few-shot","","","NO"
"345","45","Phi-4-mini 3.8B Instruct","few-shot","","","NO"
"345","45","Phi-4-mini 3.8B Instruct","few-shot","","","NO"
"345","45","Phi-4-mini 3.8B Instruct","few-shot","","","NO"
"345","45","Phi-4-mini 3.8B Instruct","few-shot","","","NO"
"345","45","Phi-4-mini 3.8B Instruct","few-shot","","","NO"
"346","46","Phi-4-mini 3.8B Instruct","few-shot","minyak","cooking oil","NO"
"346","46","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"346","46","Phi-4-mini 3.8B Instruct","few-shot","garam","salt","NO"
"347","47","Phi-4-mini 3.8B Instruct","few-shot","minyak","cooking oil","NO"
"347","47","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"347","47","Phi-4-mini 3.8B Instruct","few-shot","garam","salt","NO"
"349","49","Phi-4-mini 3.8B Instruct","few-shot","minyak","cooking oil","NO"
"349","49","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"349","49","Phi-4-mini 3.8B Instruct","few-shot","garam","salt","NO"
"350","50","Phi-4-mini 3.8B Instruct","few-shot","minyak","cooking oil","NO"
"350","50","Phi-4-mini 3.8B Instruct","few-shot","telur","egg","NO"
"350","50","Phi-4-mini 3.8B Instruct","few-shot","garam","salt","NO"
"351","1","Qwen 2.5 3B Instruct","few-shot","biskut meri","wafers","NO"
"351","1","Qwen 2.5 3B Instruct","few-shot","serbuk coklat","chocolate powder","NO"
"351","1","Qwen 2.5 3B Instruct","few-shot","serbuk coco","coconut powder","NO"
"351","1","Qwen 2.5 3B Instruct","few-shot","buttercup","butter","NO"
"351","1","Qwen 2.5 3B Instruct","few-shot","susu pekat","milk powder","NO"
"351","1","Qwen 2.5 3B Instruct","few-shot","coklat putih","white chocolate","NO"
"351","1","Qwen 2.5 3B Instruct","few-shot","badam","almond","NO"
"352","2","Qwen 2.5 3B Instruct","few-shot","sos siram","soy sauce","NO"
"352","2","Qwen 2.5 3B Instruct","few-shot","kicap lemak manis mahsuri","fish sauce","NO"
"352","2","Qwen 2.5 3B Instruct","few-shot","daging","meat","NO"
"352","2","Qwen 2.5 3B Instruct","few-shot","sayur-sayur","vegetables","NO"
"352","2","Qwen 2.5 3B Instruct","few-shot","nasi yang telah dibersihkan","cleaned rice","NO"
"352","2","Qwen 2.5 3B Instruct","few-shot","telur mati kerbau yang cair","boiled eggs","NO"
"353","3","Qwen 2.5 3B Instruct","few-shot","ayam","chicken breast","NO"
"353","3","Qwen 2.5 3B Instruct","few-shot","tepung","flour","NO"
"353","3","Qwen 2.5 3B Instruct","few-shot","tepung","flour","NO"
"353","3","Qwen 2.5 3B Instruct","few-shot","mayonais","mayonnaise","NO"
"353","3","Qwen 2.5 3B Instruct","few-shot","butter","unsalted butter","NO"
"354","4","Qwen 2.5 3B Instruct","few-shot","air","water","NO"
"354","4","Qwen 2.5 3B Instruct","few-shot","kentang","potato","NO"
"354","4","Qwen 2.5 3B Instruct","few-shot","butter","butter","NO"
"354","4","Qwen 2.5 3B Instruct","few-shot","Profe Italiano Parmesan cheese","Parmesan cheese (Protei Italiano brand)","NO"
"354","4","Qwen 2.5 3B Instruct","few-shot","susu","milk","NO"
"354","4","Qwen 2.5 3B Instruct","few-shot","garam","salt","NO"
"354","4","Qwen 2.5 3B Instruct","few-shot","bawang putih","garlic","NO"
"354","4","Qwen 2.5 3B Instruct","few-shot","daging kisar","sausage meat","NO"
"355","5","Qwen 2.5 3B Instruct","few-shot","Tahu kering","Dried tofu","NO"
"355","5","Qwen 2.5 3B Instruct","few-shot","Tepung Ubi Kayu","Cooked sweet potato flour","NO"
"355","5","Qwen 2.5 3B Instruct","few-shot","Tepung Gendung","Pandan flour","NO"
"355","5","Qwen 2.5 3B Instruct","few-shot","Daun bawang","Leaves of garlic","NO"
"355","5","Qwen 2.5 3B Instruct","few-shot","Cili besar merah","Large red chili pepper","NO"
"355","5","Qwen 2.5 3B Instruct","few-shot","Bawang merah","Red onion","NO"
"355","5","Qwen 2.5 3B Instruct","few-shot","Garam","Salt","NO"
"355","5","Qwen 2.5 3B Instruct","few-shot","Serbuk perasa","Spice paste","NO"
"355","5","Qwen 2.5 3B Instruct","few-shot","Serbuk garam","Salt paste","NO"
"357","7","Qwen 2.5 3B Instruct","few-shot","daging","meat","NO"
"357","7","Qwen 2.5 3B Instruct","few-shot","minyak","cooking oil","NO"
"357","7","Qwen 2.5 3B Instruct","few-shot","bawang putih","white garlic","NO"
"357","7","Qwen 2.5 3B Instruct","few-shot","ketumbar","cumin seeds","NO"
"357","7","Qwen 2.5 3B Instruct","few-shot","bawang merah besar","large red garlic cloves","NO"
"357","7","Qwen 2.5 3B Instruct","few-shot","bawang merah","red garlic cloves","NO"
"357","7","Qwen 2.5 3B Instruct","few-shot","bawang merah","red garlic cloves","NO"
"357","7","Qwen 2.5 3B Instruct","few-shot","serai","lemongrass stalks","NO"
"358","8","Qwen 2.5 3B Instruct","few-shot","daging","meat","NO"
"358","8","Qwen 2.5 3B Instruct","few-shot","serai asin (black pepper)","black pepper","NO"
"358","8","Qwen 2.5 3B Instruct","few-shot","bawang merah","red onion","NO"
"358","8","Qwen 2.5 3B Instruct","few-shot","bawang putih","white onion","NO"
"358","8","Qwen 2.5 3B Instruct","few-shot","bawang besar","garlic","NO"
"358","8","Qwen 2.5 3B Instruct","few-shot","cili padi (chilli oil)","chili oil","NO"
"358","8","Qwen 2.5 3B Instruct","few-shot","petai","moringa leaves","NO"
"358","8","Qwen 2.5 3B Instruct","few-shot","tauge (bean sprouts)","soybean sprouts","NO"
"358","8","Qwen 2.5 3B Instruct","few-shot","tepung beras","rice flour","NO"
"358","8","Qwen 2.5 3B Instruct","few-shot","kecap manis (soy sauce)","soy sauce","NO"
"358","8","Qwen 2.5 3B Instruct","few-shot","sereh (lemongrass)","lemon grass","NO"
"358","8","Qwen 2.5 3B Instruct","few-shot","daun kesum (wild ginger leaves)","wild ginger leaves","NO"
"358","8","Qwen 2.5 3B Instruct","few-shot","belacan (fermented shrimp paste)","fermented shrimp paste","NO"
"359","9","Qwen 2.5 3B Instruct","few-shot","serbuk kari","chili powder","NO"
"359","9","Qwen 2.5 3B Instruct","few-shot","santan kecil","coconut milk","NO"
"359","9","Qwen 2.5 3B Instruct","few-shot","ikan masin","i amarin fish","NO"
"359","9","Qwen 2.5 3B Instruct","few-shot","nangka","sweet potato","NO"
"359","9","Qwen 2.5 3B Instruct","few-shot","bawang merah","red onion","NO"
"359","9","Qwen 2.5 3B Instruct","few-shot","bawang putih","white onion","NO"
"359","9","Qwen 2.5 3B Instruct","few-shot","bawang holland","yellow onion","NO"
"359","9","Qwen 2.5 3B Instruct","few-shot","ikan terang masin","bitter fish","NO"
"359","9","Qwen 2.5 3B Instruct","few-shot","cili kering","dry chili pepper","NO"
"359","9","Qwen 2.5 3B Instruct","few-shot","daun salam","leaves of lemon tree","NO"
"359","9","Qwen 2.5 3B Instruct","few-shot","daun kari","clove of tree leaves","NO"
"360","10","Qwen 2.5 3B Instruct","few-shot","hati ayam","chicken liver","NO"
"360","10","Qwen 2.5 3B Instruct","few-shot","serbuk kunyit","turmeric powder","NO"
"360","10","Qwen 2.5 3B Instruct","few-shot","serbuk ketumbar","coriander seed powder","NO"
"360","10","Qwen 2.5 3B Instruct","few-shot","air","water","NO"
"360","10","Qwen 2.5 3B Instruct","few-shot","minyak","vegetable oil","NO"
"361","11","Qwen 2.5 3B Instruct","few-shot","roti jali","rice cake","NO"
"361","11","Qwen 2.5 3B Instruct","few-shot","roti jali","rice cake","NO"
"361","11","Qwen 2.5 3B Instruct","few-shot","santan","coconut milk","NO"
"361","11","Qwen 2.5 3B Instruct","few-shot","minyak","cooking oil","NO"
"361","11","Qwen 2.5 3B Instruct","few-shot","serai","lemongrass stalks","NO"
"361","11","Qwen 2.5 3B Instruct","few-shot","bawang merah","red onion","NO"
"361","11","Qwen 2.5 3B Instruct","few-shot","bawang putih","white onion","NO"
"361","11","Qwen 2.5 3B Instruct","few-shot","santan","coconut milk","NO"
"361","11","Qwen 2.5 3B Instruct","few-shot","pis asam jawa","tamarind juice","NO"
"361","11","Qwen 2.5 3B Instruct","few-shot","garam","salt","NO"
"361","11","Qwen 2.5 3B Instruct","few-shot","kunyit","turmeric powder","NO"
"362","12","Qwen 2.5 3B Instruct","few-shot","daun pandan","lemongrass leaves","NO"
"362","12","Qwen 2.5 3B Instruct","few-shot","air","water","NO"
"362","12","Qwen 2.5 3B Instruct","few-shot","tepung beras","rice flour","NO"
"362","12","Qwen 2.5 3B Instruct","few-shot","gula","sugar","NO"
"362","12","Qwen 2.5 3B Instruct","few-shot","air kapu","water (optional)","NO"
"362","12","Qwen 2.5 3B Instruct","few-shot","perwarna hijau","green food coloring (optional)","NO"
"362","12","Qwen 2.5 3B Instruct","few-shot","kecil garam","rice vinegar (optional)","NO"
"364","14","Qwen 2.5 3B Instruct","few-shot","puff pastry","puff pastry","NO"
"364","14","Qwen 2.5 3B Instruct","few-shot","sauce tomato dan sauce chilli","tomato sauce and chili sauce","NO"
"364","14","Qwen 2.5 3B Instruct","few-shot","salami","salami","NO"
"364","14","Qwen 2.5 3B Instruct","few-shot","perfect italiano mozzarella cheese","Perfect Italian Mozzarella Cheese","NO"
"365","15","Qwen 2.5 3B Instruct","few-shot","gula nira","jaggery or brown sugar","NO"
"365","15","Qwen 2.5 3B Instruct","few-shot","daun pandan","lemon leaf or pandan leaf","NO"
"365","15","Qwen 2.5 3B Instruct","few-shot","gula pasir","white sugar","NO"
"365","15","Qwen 2.5 3B Instruct","few-shot","air","water","NO"
"365","15","Qwen 2.5 3B Instruct","few-shot","kelapa parut","crushed coconut","NO"
"365","15","Qwen 2.5 3B Instruct","few-shot","tepung beras","rice flour","NO"
"365","15","Qwen 2.5 3B Instruct","few-shot","santan","coconut milk","NO"
"365","15","Qwen 2.5 3B Instruct","few-shot","tepung pulut","sticky rice flour or glutinous rice flour","NO"
"366","16","Qwen 2.5 3B Instruct","few-shot","telur rebus","boiled egg","NO"
"366","16","Qwen 2.5 3B Instruct","few-shot","mayonez","mayonnaise","NO"
"366","16","Qwen 2.5 3B Instruct","few-shot","sos tomato","tomato sauce","NO"
"366","16","Qwen 2.5 3B Instruct","few-shot","black pepper","black pepper","NO"
"366","16","Qwen 2.5 3B Instruct","few-shot","panaskan minyak","heat oil","NO"
"367","17","Qwen 2.5 3B Instruct","few-shot","pancake and crepe mix","pancake and crepe mix","NO"
"367","17","Qwen 2.5 3B Instruct","few-shot","minyak","cooking oil","NO"
"367","17","Qwen 2.5 3B Instruct","few-shot","telur","egg","NO"
"367","17","Qwen 2.5 3B Instruct","few-shot","air","water","NO"
"369","19","Qwen 2.5 3B Instruct","few-shot","origo","coconut cream","NO"
"369","19","Qwen 2.5 3B Instruct","few-shot","agar-agar","agar agar","NO"
"369","19","Qwen 2.5 3B Instruct","few-shot","susu full cream","full cream milk","NO"
"371","21","Qwen 2.5 3B Instruct","few-shot","bawang merah","red onion","NO"
"371","21","Qwen 2.5 3B Instruct","few-shot","udang","shrimp","NO"
"371","21","Qwen 2.5 3B Instruct","few-shot","sudut ketumbar","coriander seeds","NO"
"371","21","Qwen 2.5 3B Instruct","few-shot","kecil cikun stalk","small celery stem","NO"
"371","21","Qwen 2.5 3B Instruct","few-shot","garam","salt","NO"
"371","21","Qwen 2.5 3B Instruct","few-shot","tepung jagung","cornstarch","NO"
"371","21","Qwen 2.5 3B Instruct","few-shot","tepung ubih kayu","pandan starch","NO"
"372","22","Qwen 2.5 3B Instruct","few-shot","sotong","soy sauce","NO"
"372","22","Qwen 2.5 3B Instruct","few-shot","buhangai","dried chilli peppers","NO"
"372","22","Qwen 2.5 3B Instruct","few-shot","kicap manesa","Malaysian soy sauce (lemon yellow)","NO"
"372","22","Qwen 2.5 3B Instruct","few-shot","sos tiram","soy sauce (dark soy sauce)","NO"
"372","22","Qwen 2.5 3B Instruct","few-shot","lempak","Malaysian curry paste (tamarind paste)","NO"
"372","22","Qwen 2.5 3B Instruct","few-shot","garam","salt","NO"
"373","23","Qwen 2.5 3B Instruct","few-shot","ayam","chicken","NO"
"373","23","Qwen 2.5 3B Instruct","few-shot","serai","ginger","NO"
"373","23","Qwen 2.5 3B Instruct","few-shot","daun limau","lemon leaf","NO"
"373","23","Qwen 2.5 3B Instruct","few-shot","bawang putih","white onion","NO"
"373","23","Qwen 2.5 3B Instruct","few-shot","cili bawang merah","red onion","NO"
"373","23","Qwen 2.5 3B Instruct","few-shot","bawang merah","red onion","NO"
"373","23","Qwen 2.5 3B Instruct","few-shot","keras buah","tamarind fruit","NO"
"373","23","Qwen 2.5 3B Instruct","few-shot","minyak","oil","NO"
"374","24","Qwen 2.5 3B Instruct","few-shot","bawang merah","red onion","NO"
"374","24","Qwen 2.5 3B Instruct","few-shot","bawang putih","white onion","NO"
"374","24","Qwen 2.5 3B Instruct","few-shot","taliwang","soy sauce","NO"
"374","24","Qwen 2.5 3B Instruct","few-shot","kicap lemak manis","light soy sauce","NO"
"374","24","Qwen 2.5 3B Instruct","few-shot","kicap cayang","cayenne pepper","NO"
"374","24","Qwen 2.5 3B Instruct","few-shot","kicap","soy sauce","NO"
"374","24","Qwen 2.5 3B Instruct","few-shot","cendawan shiitake","shiitake mushroom","NO"
"374","24","Qwen 2.5 3B Instruct","few-shot","belacan","shrimp paste","NO"
"374","24","Qwen 2.5 3B Instruct","few-shot","air","water","NO"
"413","13","Gemma-SEA-LION v4 4B","few-shot","whipping cream","whipping cream","NO"
"413","13","Gemma-SEA-LION v4 4B","few-shot","susu full cream","full cream milk","NO"
"413","13","Gemma-SEA-LION v4 4B","few-shot","esen vanila","vanilla essence","NO"
"413","13","Gemma-SEA-LION v4 4B","few-shot","chocolate coin","chocolate coins","NO"
"416","16","Gemma-SEA-LION v4 4B","few-shot","telur","egg","NO"
"416","16","Gemma-SEA-LION v4 4B","few-shot","mayonez","mayonnaise","NO"
"416","16","Gemma-SEA-LION v4 4B","few-shot","beri crumb","berry crumb","NO"
"416","16","Gemma-SEA-LION v4 4B","few-shot","garam","salt","NO"
"416","16","Gemma-SEA-LION v4 4B","few-shot","serbuk black pepper","black pepper powder","NO"
"417","17","Gemma-SEA-LION v4 4B","few-shot","pancake and crepe mix","pancake and crepe mix","NO"
"417","17","Gemma-SEA-LION v4 4B","few-shot","minyak masak","cooking oil","NO"
"417","17","Gemma-SEA-LION v4 4B","few-shot","telur","egg","NO"
"417","17","Gemma-SEA-LION v4 4B","few-shot","cawan","cup","NO"
"417","17","Gemma-SEA-LION v4 4B","few-shot","coklat spirit","chocolate spirit","NO"
"419","19","Gemma-SEA-LION v4 4B","few-shot","origo","coconut milk","NO"
"419","19","Gemma-SEA-LION v4 4B","few-shot","serbu agar-agar","agar-agar powder","NO"
"419","19","Gemma-SEA-LION v4 4B","few-shot","susu full cream","full cream milk","NO"
"426","26","Gemma-SEA-LION v4 4B","few-shot","kentang","potato","NO"
"426","26","Gemma-SEA-LION v4 4B","few-shot","batta tambur","drumstick oil","NO"
"426","26","Gemma-SEA-LION v4 4B","few-shot","parmesan cheese","parmesan cheese","NO"
"427","27","Gemma-SEA-LION v4 4B","few-shot","spaghetti","spaghetti","NO"
"427","27","Gemma-SEA-LION v4 4B","few-shot","daging","beef","NO"
"427","27","Gemma-SEA-LION v4 4B","few-shot","herbaratus aglio orio spice premium","aglio orio spice premium","NO"
"427","27","Gemma-SEA-LION v4 4B","few-shot","chili flakes","chili flakes","NO"
"430","30","Gemma-SEA-LION v4 4B","few-shot","susu","milk","NO"
"430","30","Gemma-SEA-LION v4 4B","few-shot","serbuk agar","agar powder","NO"
"430","30","Gemma-SEA-LION v4 4B","few-shot","serbuk jeli","gelatin powder","NO"
"430","30","Gemma-SEA-LION v4 4B","few-shot","gula","sugar","NO"
"430","30","Gemma-SEA-LION v4 4B","few-shot","air","water","NO"
"430","30","Gemma-SEA-LION v4 4B","few-shot","buah","fruit","NO"
"432","32","Gemma-SEA-LION v4 4B","few-shot","tuna","tuna","NO"
"432","32","Gemma-SEA-LION v4 4B","few-shot","mayonis","mayonnaise","NO"
"432","32","Gemma-SEA-LION v4 4B","few-shot","roti french cheese","french cheese bread","NO"
"432","32","Gemma-SEA-LION v4 4B","few-shot","cheese","cheese","NO"
"442","42","Gemma-SEA-LION v4 4B","few-shot","kentang","potato","NO"
"442","42","Gemma-SEA-LION v4 4B","few-shot","tepung jagung","corn flour","NO"
"446","46","Gemma-SEA-LION v4 4B","few-shot","cream cheese","cream cheese","NO"
"446","46","Gemma-SEA-LION v4 4B","few-shot","susu pekat","full cream milk","NO"
"446","46","Gemma-SEA-LION v4 4B","few-shot","biskut light cheese chocolate","light cheese chocolate biscuits","NO"
"446","46","Gemma-SEA-LION v4 4B","few-shot","munchies light cheese","light cheese munchies","NO"
"446","46","Gemma-SEA-LION v4 4B","few-shot","munchies music wafer roll","music wafer rolls","NO"
"466","16","MedGemma 4B","few-shot","telur","egg","NO"
"466","16","MedGemma 4B","few-shot","mayonez","mayonnaise","NO"
"466","16","MedGemma 4B","few-shot","sos tomato","tomato sauce","NO"
"466","16","MedGemma 4B","few-shot","black pepper","black pepper","NO"
"466","16","MedGemma 4B","few-shot","beri crumb","bread crumbs","NO"
"467","17","MedGemma 4B","few-shot","pancake and crepe mix","pancake and crepe mix","NO"
"467","17","MedGemma 4B","few-shot","minyak masak","cooking oil","NO"
"467","17","MedGemma 4B","few-shot","telur","egg","NO"
"467","17","MedGemma 4B","few-shot","air","water","NO"
"467","17","MedGemma 4B","few-shot","coklat sprit","chocolate spread","NO"
"469","19","MedGemma 4B","few-shot","origo","agar-agar","NO"
"469","19","MedGemma 4B","few-shot","susu full cream","full cream milk","NO"
"476","26","MedGemma 4B","few-shot","kentang","potato","NO"
"476","26","MedGemma 4B","few-shot","parmesan cheese","Parmesan Cheese","NO"
"476","26","MedGemma 4B","few-shot","garam","salt","NO"
"477","27","MedGemma 4B","few-shot","spaghetti","spaghetti","NO"
"477","27","MedGemma 4B","few-shot","daging","beef","NO"
"477","27","MedGemma 4B","few-shot","herbaratus premium","premium aglio orio spice","NO"
"477","27","MedGemma 4B","few-shot","chili flakes","chilli flakes","NO"
"480","30","MedGemma 4B","few-shot","susu","milk","NO"
"480","30","MedGemma 4B","few-shot","serbuk agar","agar-agar powder","NO"
"480","30","MedGemma 4B","few-shot","serbuk jeli","jelai powder","NO"
"480","30","MedGemma 4B","few-shot","gula","sugar","NO"
"480","30","MedGemma 4B","few-shot","gula merah","red sugar","NO"
"480","30","MedGemma 4B","few-shot","air","water","NO"
"482","32","MedGemma 4B","few-shot","tuna","tuna","NO"
"482","32","MedGemma 4B","few-shot","mayonis","mayonnaise","NO"
"482","32","MedGemma 4B","few-shot","roti french cheese","French bread","NO"
"482","32","MedGemma 4B","few-shot","butter","butter","NO"
"482","32","MedGemma 4B","few-shot","cheese","cheese","NO"
"485","35","MedGemma 4B","few-shot","serai","lemongrass","NO"
"485","35","MedGemma 4B","few-shot","daun limau purut","lemon balm leaves","NO"
"485","35","MedGemma 4B","few-shot","bawang putih","garlic","NO"
"485","35","MedGemma 4B","few-shot","cili padi","chili pepper","NO"
"485","35","MedGemma 4B","few-shot","bawang rosmel","shallot","NO"
"485","35","MedGemma 4B","few-shot","belacan","shrimp paste","NO"
"492","42","MedGemma 4B","few-shot","kentang","potato","NO"
"492","42","MedGemma 4B","few-shot","tepung jagung","cornflour","NO"
"501","1","Llama 3.2 3B Instruct","chain-of-thought","","","NO"
"501","1","Llama 3.2 3B Instruct","chain-of-thought","","","NO"
"503","3","Llama 3.2 3B Instruct","chain-of-thought","Beras","Rice","NO"
"503","3","Llama 3.2 3B Instruct","chain-of-thought","Gula","Sugar","NO"
"503","3","Llama 3.2 3B Instruct","chain-of-thought","Minyak","Coconut oil","NO"
"503","3","Llama 3.2 3B Instruct","chain-of-thought","Telur","Egg","NO"
"504","4","Llama 3.2 3B Instruct","chain-of-thought","","","NO"
"505","5","Llama 3.2 3B Instruct","chain-of-thought","","","NO"
"505","5","Llama 3.2 3B Instruct","chain-of-thought","","","NO"
"505","5","Llama 3.2 3B Instruct","chain-of-thought","","","NO"
"505","5","Llama 3.2 3B Instruct","chain-of-thought","","","NO"
"505","5","Llama 3.2 3B Instruct","chain-of-thought","","","NO"
"505","5","Llama 3.2 3B Instruct","chain-of-thought","","","NO"
"505","5","Llama 3.2 3B Instruct","chain-of-thought","","","NO"
"505","5","Llama 3.2 3B Instruct","chain-of-thought","","","NO"
"507","7","Llama 3.2 3B Instruct","chain-of-thought","","","NO"
"507","7","Llama 3.2 3B Instruct","chain-of-thought","","Cooked Rice","NO"
"507","7","Llama 3.2 3B Instruct","chain-of-thought","","Egg","NO"
"508","8","Llama 3.2 3B Instruct","chain-of-thought","","","NO"
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Rice","Rice","NO"
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Coconut milk","Coconut milk","NO"
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Chilies","Chilies","NO"
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Garlic","Garlic","NO"
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Shallots","Shallots","NO"
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Lemongrass","Lemongrass","NO"
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Lime leaves","Lime leaves","NO"
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Pandan leaves","Pandan leaves","NO"
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Chicken or fish","Chicken or fish","NO"
"509","9","Llama 3.2 3B Instruct","chain-of-thought","Peanuts or cashews","Peanuts or cashews","NO"
"510","10","Llama 3.2 3B Instruct","chain-of-thought","","Grilled Chicken","NO"
"510","10","Llama 3.2 3B Instruct","chain-of-thought","","Garlic","NO"
"510","10","Llama 3.2 3B Instruct","chain-of-thought","","Dried Chili","NO"
"510","10","Llama 3.2 3B Instruct","chain-of-thought","","Fresh Basil","NO"
"510","10","Llama 3.2 3B Instruct","chain-of-thought","","Jaggery Sugar","NO"
"510","10","Llama 3.2 3B Instruct","chain-of-thought","","Coconut Milk","NO"
"513","13","Llama 3.2 3B Instruct","chain-of-thought","nasi","rice","NO"
"513","13","Llama 3.2 3B Instruct","chain-of-thought","","coconut milk","NO"
"513","13","Llama 3.2 3B Instruct","chain-of-thought","","galangal","NO"
"513","13","Llama 3.2 3B Instruct","chain-of-thought","","lemongrass","NO"
"513","13","Llama 3.2 3B Instruct","chain-of-thought","","chilies","NO"
"514","14","Llama 3.2 3B Instruct","chain-of-thought","Nasi goreng","Fried rice","NO"
"514","14","Llama 3.2 3B Instruct","chain-of-thought","Ayam goreng","Deep-fried chicken","NO"
"514","14","Llama 3.2 3B Instruct","chain-of-thought","Telur","Egg","NO"
"514","14","Llama 3.2 3B Instruct","chain-of-thought","Sambal","Chili sauce","NO"
"516","16","Llama 3.2 3B Instruct","chain-of-thought","Ayam","Chicken","NO"
"516","16","Llama 3.2 3B Instruct","chain-of-thought","Merah","Red Chili Peppers","NO"
"516","16","Llama 3.2 3B Instruct","chain-of-thought","Bawang","Onion","NO"
"516","16","Llama 3.2 3B Instruct","chain-of-thought","Bawang putih","Garlic","NO"
"516","16","Llama 3.2 3B Instruct","chain-of-thought","Ketumbar","Coriander Leaves","NO"
"516","16","Llama 3.2 3B Instruct","chain-of-thought","Kapulaga","Ginger","NO"
"516","16","Llama 3.2 3B Instruct","chain-of-thought","Santan","Coconut Milk","NO"
"516","16","Llama 3.2 3B Instruct","chain-of-thought","Gula","Sugar","NO"
