experiment_id,transcript_id,model_name,technique_name,name_en,quantity_value,estimated_weight_g,quantity_value_culinary,estimated_weight_g
"670","20","Gemma-SEA-LION v4 4B","chain-of-thought","To Taste","2.0","2.0",,"15.0"
"670","20","Gemma-SEA-LION v4 4B","chain-of-thought","To Taste","2.0","2.0","1.0","200.0"
"670","20","Gemma-SEA-LION v4 4B","chain-of-thought","To Taste","2.0","2.0","1.0","15.0"
"670","20","Gemma-SEA-LION v4 4B","chain-of-thought","To Taste","2.0","2.0",,"15.0"
"670","20","Gemma-SEA-LION v4 4B","chain-of-thought","To Taste","2.0","2.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0","1.0","2.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0","2.5","37.5"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"200.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"100.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0","1.0","15.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0","2.5","37.5"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"15.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0","1.0","2.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0","2.5","37.5"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"200.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"100.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0","1.0","15.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0","2.5","37.5"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"15.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0","1.0","2.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0","2.5","37.5"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0",,"200.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0",,"100.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0","1.0","15.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0","2.5","37.5"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0",,"15.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","6.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","6.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","6.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","6.0","1.0","2.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","6.0","2.5","37.5"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","6.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","6.0",,"200.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","6.0",,"100.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","6.0","1.0","15.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","6.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","6.0","2.5","37.5"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","6.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","6.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","6.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","6.0",,"15.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","2.0","6.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","2.0","6.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","2.0","6.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","2.0","6.0","1.0","2.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","2.0","6.0","2.5","37.5"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","2.0","6.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","2.0","6.0",,"200.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","2.0","6.0",,"100.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","2.0","6.0","1.0","15.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","2.0","6.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","2.0","6.0","2.5","37.5"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","2.0","6.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","2.0","6.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","2.0","6.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","garlic","2.0","6.0",,"15.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red chili","2.0","4.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red chili","2.0","4.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red chili","2.0","4.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red chili","2.0","4.0","1.0","2.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red chili","2.0","4.0","2.5","37.5"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red chili","2.0","4.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red chili","2.0","4.0",,"200.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red chili","2.0","4.0",,"100.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red chili","2.0","4.0","1.0","15.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red chili","2.0","4.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red chili","2.0","4.0","2.5","37.5"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red chili","2.0","4.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red chili","2.0","4.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red chili","2.0","4.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","red chili","2.0","4.0",,"15.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0","1.0","2.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0","2.5","37.5"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"200.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"100.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0","1.0","15.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0","2.5","37.5"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"5.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"20.0"
"671","21","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"15.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","chicken","250.0","250.0",,"100.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","chicken","250.0","250.0",,"100.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","chicken","250.0","250.0","1.0","30.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","chicken","250.0","250.0","1.0","80.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","chicken","250.0","250.0","1.0","5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","chicken","250.0","250.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","chicken","250.0","250.0",,"100.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","chicken","250.0","250.0","1.0","15.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","chicken","250.0","250.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","chicken","250.0","250.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","chicken","250.0","250.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","chicken","250.0","250.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","tomato","1.0","150.0",,"100.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","tomato","1.0","150.0",,"100.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","tomato","1.0","150.0","1.0","30.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","tomato","1.0","150.0","1.0","80.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","tomato","1.0","150.0","1.0","5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","tomato","1.0","150.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","tomato","1.0","150.0",,"100.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","tomato","1.0","150.0","1.0","15.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","tomato","1.0","150.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","tomato","1.0","150.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","tomato","1.0","150.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","tomato","1.0","150.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","12.0",,"100.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","12.0",,"100.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","12.0","1.0","30.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","12.0","1.0","80.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","12.0","1.0","5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","12.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","12.0",,"100.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","12.0","1.0","15.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","12.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","12.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","12.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","red onion","2.0","12.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","sweet chili sauce","2.0","30.0",,"100.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","sweet chili sauce","2.0","30.0",,"100.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","sweet chili sauce","2.0","30.0","1.0","30.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","sweet chili sauce","2.0","30.0","1.0","80.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","sweet chili sauce","2.0","30.0","1.0","5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","sweet chili sauce","2.0","30.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","sweet chili sauce","2.0","30.0",,"100.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","sweet chili sauce","2.0","30.0","1.0","15.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","sweet chili sauce","2.0","30.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","sweet chili sauce","2.0","30.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","sweet chili sauce","2.0","30.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","sweet chili sauce","2.0","30.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","1.0","2.0",,"100.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","1.0","2.0",,"100.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","1.0","2.0","1.0","30.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","1.0","2.0","1.0","80.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","1.0","2.0","1.0","5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","1.0","2.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","1.0","2.0",,"100.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","1.0","2.0","1.0","15.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","1.0","2.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","1.0","2.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","1.0","2.0",,"5.0"
"672","22","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","1.0","2.0",,"5.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Tilapia fish","150.0","150.0",,"100.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Tilapia fish","150.0","150.0",,"5.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Tilapia fish","150.0","150.0",,"5.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Tilapia fish","150.0","150.0",,"50.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Tilapia fish","150.0","150.0",,"5.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Tomato","1.0","200.0",,"100.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Tomato","1.0","200.0",,"5.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Tomato","1.0","200.0",,"5.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Tomato","1.0","200.0",,"50.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Tomato","1.0","200.0",,"5.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Red onion","2.0","6.0",,"100.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Red onion","2.0","6.0",,"5.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Red onion","2.0","6.0",,"5.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Red onion","2.0","6.0",,"50.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Red onion","2.0","6.0",,"5.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Red chili peppers","3.0","6.0",,"100.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Red chili peppers","3.0","6.0",,"5.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Red chili peppers","3.0","6.0",,"5.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Red chili peppers","3.0","6.0",,"50.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Red chili peppers","3.0","6.0",,"5.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Ginger","1.0","3.0",,"100.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Ginger","1.0","3.0",,"5.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Ginger","1.0","3.0",,"5.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Ginger","1.0","3.0",,"50.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","Ginger","1.0","3.0",,"5.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"100.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"5.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"5.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"50.0"
"673","23","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"150.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"200.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"100.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","pandan leaves","3.0","15.0",,"150.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","pandan leaves","3.0","15.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","pandan leaves","3.0","15.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","pandan leaves","3.0","15.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","pandan leaves","3.0","15.0",,"200.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","pandan leaves","3.0","15.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","pandan leaves","3.0","15.0",,"100.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","coconut milk","1.0","200.0",,"150.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","coconut milk","1.0","200.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","coconut milk","1.0","200.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","coconut milk","1.0","200.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","coconut milk","1.0","200.0",,"200.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","coconut milk","1.0","200.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","coconut milk","1.0","200.0",,"100.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"150.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"200.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"100.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0",,"150.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0",,"200.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","anchovies","2.0","10.0",,"100.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","lady's fingers","2.0","10.0",,"150.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","lady's fingers","2.0","10.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","lady's fingers","2.0","10.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","lady's fingers","2.0","10.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","lady's fingers","2.0","10.0",,"200.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","lady's fingers","2.0","10.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","lady's fingers","2.0","10.0",,"100.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","chili peppers","2.0","2.0",,"150.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","chili peppers","2.0","2.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","chili peppers","2.0","2.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","chili peppers","2.0","2.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","chili peppers","2.0","2.0",,"200.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","chili peppers","2.0","2.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","chili peppers","2.0","2.0",,"100.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"150.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"200.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"5.0"
"674","24","Gemma-SEA-LION v4 4B","chain-of-thought","to taste","2.0","2.0",,"100.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"100.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"20.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"15.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0","5.0","25.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"100.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0","1.5","22.5"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0","1.0","240.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"20.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0","0.5","25.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"20.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"5.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"5.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0","1.0","50.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"5.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","rice","1.0","200.0",,"15.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"100.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"20.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"15.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0","5.0","25.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"100.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0","1.5","22.5"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0","1.0","240.0"
"675","25","Gemma-SEA-LION v4 4B","chain-of-thought","egg","1.0","50.0",,"20.0"
